Title,Year,Certificate,Duration,Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,Poster
Enchanted,2016.0,U,107.0,"Animation, Adventure, Comedy",7.1,75.0,Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey","217,581","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",360,Practically Perfect,"The movie is quite simply, the best Family movie in the past few years. From the beginning, the movie sucks you in with narration from a Disney Legend. You fall in love with the characters right away and it's quite simply a return to the greatness that Disney can deliver. The cast led by Amy Adams, Patrick Dempsey, James Marsden and Timothy Spall (Wormtail from the Harry Potter movies who gives an inspired Oscar-worthy performance) is impeccable. Rounding out the cast is Susan Sarandon who is part Evil Queen, part Maleficent and pure EVIL and the adorable Rachel Covey who is the perfect ""mini-princess"" for Giselle to play off of. The music by Stephen Schwartz and Alan Menken (in a return to brilliance) is terrific. The original songs are the best to come out of Disney since The Hunchback of Notre Dame. The story, quite simply is part fish-out-of-water, part romantic comedy, part animated and all fun. The live-action portion of the movie feels like your watching animation. The way that Giselle infects those around her with her innocent ""Princess-esque"" demeanor is really at the heart of what makes the movie so great. Of course, it wouldn't be Disney without a few scene-stealing animals who don't take over the movie and really are what they are meant to be, supporting characters. There are a few nods to the past as well. I won't share them here, but let's just say they are subtle enough not to be distracting, but still there enough to bring a smile to your face. The violence in the movie is nothing more than what you would see in any other PG family movie, and really aside from being live-action, isn't anything you wouldn't see in movies such as Sleeping Beauty or Snow White.","https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Field of Dreams,2016.0,U,107.0,"Drama, Family, Fantasy",7.5,57.0,Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta, Amy Madigan","128,379","Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true.",344,"Sometimes, dreams do come true !","Very rarely, you see a film that means one thing when your father is alive, and another when he is dead. When I first saw this movie, my father was still alive, we had not spoken for 8 years, and I thought, cute, but it knows nothing about real life ! When I saw it again, he had been dead for over a year, and I cried like a baby.I'm English, so for me the baseball element was lost, but what did hit home was the awareness that we are all flawed people, and the expectations we have for our parents, are way and beyond what we achieve ourselves as we grow older.The film is not about baseball, it is about a second chance ! An opportunity to say hiya Dad, I was didn't know then, but I'm older now and understand more about the way the world works.In terms of the film, Cosner has never had a better role, Lancaster as Doc Graham finally showed what a great actor he really was, and James Earl Jones was simply perfect.In short a great film, James Horner's theme music is wonderful, the visuals are fantastic, the acting is as good as you could hope to see.For most this is a feel good movie, for me this is a reminder that it is never too late to make amends, I just miss my Father","https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
Die Hard 2,2016.0,A,124.0,"Action, Thriller",7.1,67.0,Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson","383,609","John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",370,Exciting Action Film with a Totally Unbelievable Premise,"I have no problems with the action in this movie. The acting is fine and the characters are interesting. Add the plot twists and you have a watchable entertaining movie that is worth your time.What caused me to rate this film a couple of stars lower that I would have otherwise is an idiotic part of the plot. Airliners are stacked up over Dulles and the tower can't communicate with them. Their radio engineer comes up with the idea of rigging the outer marker beacon to transmit a voice communication to all of the aircraft apprising them of the situation. Meanwhile the Army is being called by phone, TV news crews are transmitting back to their stations and ground vehicles are moving in and out of the airport. If one can communicate by phone, TV link and ground, why not just get hold of the regional traffic center to alert the airliners and divert them to other airports. Meanwhile John McClane's wife is on board one of these planes and it has 90 min of fuel on-board. Hmmm, 90 minutes at 500 mph. gives one lots of time and distance to find some kind of alternate destination. But alas, that would ruin the plot line of John trying to save his wife once more from certain death. This hole in the plot is big enough to fly an Airbus A380 through.","https://m.media-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Game Night,2016.0,A,100.0,"Action, Adventure, Comedy",6.9,66.0,John Francis Daley,"Jonathan Goldstein, Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan","256,130",A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,628,These must be fake reviews,I had such high hopes based on these reviews and the actors. Absolute nonsense. Nothing clever and very few laughs. I rarely review movies but this needs to be said.,"https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_UY209_CR0,0,140,209_AL_.jpg"
Rolling Thunder,2016.0,,100.0,"Crime, Drama, Thriller",6.9,66.0,John Flynn,"William Devane, Tommy Lee Jones, Linda Haynes, James Best","11,521","A recently-returned Vietnam POW loses his family and his right hand during a violent home invasion, and seeks retribution against those responsible.",79,The Seventies wins again!,"'Rolling Thunder' epitomizes to me what is great about 1970s movies. Just imagine this one remade today! It'd be a John Woo-esque shoot 'em up ""action"" blockbuster with slo mo explosions and a ""hip"" techno soundtrack! But we have here is an intelligent, well written (by Paul Shrader) and acted study of alienation AND a great revenge thriller as well. You can have your cake and eat it too! Something Hollywood seems to have forgotten...Devane is superb as the Vietnam Vet who regards himself as already dead. He returns to a heroes welcome, a new car and ready cash, but finds it impossible to put his life back together. Tragedy strikes and he does the only thing he can do - seek revenge. 'Rolling Thunder' is often unfairly tagged a ""vigilante movie"" which brings 'Death Wish' to mind, when it really has more in common with another 1970s classic of obsession and violence, Peckinpah's 'Bring Me The Head Of Alfredo Garcia'. 'Rolling Thunder' isn't as great as that, and suffers from a few dead spots in the second half, but make no mistake, this is a superior thriller that wipes the floor with 99% of Hollywood's current output.","https://m.media-amazon.com/images/M/MV5BMDhjY2Y5YjItNzhjZi00M2E0LWFlMzAtOGVkYzdhN2NiZWE0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
Joy Ride,2016.0,R,95.0,Comedy,6.4,74.0,Adele Lim,"Ashley Park, Sherry Cola, Stephanie Hsu, Sabrina Wu","23,593","Follows four Asian American friends as they bond and discover the truth of what it means to know and love who you are, while they travel through China in search of one of their birth mothers.",122,"If my feelings on this movie were a sound, it would be ""ughhhhh""","This is probably the biggest difference with how I felt about a movie at the beginning versus the end. It starts off with a really funny scene that made me burst out laughing. That scene told me what I was in for, a raunchy and crass R-rated comedy that holds nothing back. I was excited since we barely ever get those movies any more.As it goes on, the comedy gets weaker. A lot of it feels completely forced. So much of the comedy arises from contrived situations that make no sense. Some scenes are there for no other reason than shock factor and are otherwise unfunny.It becomes dumber and dumber until the word ""dumb"" isn't strong enough to describe it. And the comedic situations only happen because of this moronic writing. But I can still enjoy a comedy if it's unrealistic...Unfortunately this movie is barely a comedy during the last act. They lean heavily on the drama side. It's so cheesy and forced, accompanied by sappy music. Even worse, it's all so predictable. A character says, ""don't tell her I might move to LA."" Can you guess what happens later in the movie???But the single worst part about this movie is a character named Deadeye, whose over-the-top goofy comedic attempts are super cringe-y. It's shockingly bad.I don't take pleasure in trashing this movie. I wanted to like it. And with comedy movies becoming so rare, I'm thirsty for anything I can get. But it has to be better than this. (1 viewing, early fan screening 7/5/2023)","https://m.media-amazon.com/images/M/MV5BNjc3OTJhMzQtMjA0OC00YWViLThmMGUtMjcwOTFiYzRlMTA2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg"
Monster,2023.0,A,109.0,"Biography, Crime, Drama",7.3,74.0,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen","162,111","Based on the life ofAileen Wuornos, a Daytona Beach prostitute who became a serial killer.",535,I knew Aileen.,"Why would someone want to be comment number 458? Because it might mean something to somebody. This movie meant a lot to me.I spent about four hours, sole-to-sole, in the back of a pickup truck hitch hiking with her and a friend of mine in Florida. This was before she had killed anybody, I believe.Years later, I saw the ""wanted"" drawing. It sort of rang a bell, but a lot of usual suspects look like that, don't they? What are the chances? Then, they caught her and showed the first photo, then gave both the nickname (like a cousin), and the real name (like another cousin, only spelled in Irish.) At the time, she mentioned the spelling with an ""A."" I asked her if she was Irish and told her about my two cousins. What a small world, right? She either told me her last name and I assumed it, or told me she was Greek. The point being, the whole name aspect was the first part of a four hour life story discussion we had. And you don't forget four hours of a face like that either. The life stories matched. It was her.The mood swings Charlize Theron portrays are perfect, as are the mannerisms, body language, clothes, teeth, complexion, hair, the body fat, manner of speaking, that strutting walk and just everything. It was absolutely uncanny. You never forget someone like that, and then when they pop up alive like that again. It was just unreal.She was mood swinging, or perhaps ""cycling,"" the whole time I was with her. I imagine if that was portrayed realistically, the movie would be unwatchable. I remember thinking at the time, her behavior seemed like the popular portrayal of those ""possessed."" After I saw Monster more than twenty years later, I called the other guy that was with me. We have remained friends over the years. I told him ""Oscar this, Oscar that,"" blah blah blah, just out of the shock of reliving the experience of Aileen again. The fact that she was played by the glamorous, beautiful, Charlize Theron on top of it, was beyond all comprehension. What a transformation! Of course, my beloved, goof-ball buddy was sitting beside her sleeping most of the time in the truck. His head kept on falling on her shoulder and she would push it off. It was like Three Stooges. They shared the Doritos like it was the school cafeteria or something. Can you imagine, in hindsight? Yes, it is good for a few jokes, I admit it. She hadn't killed anyone yet, so far as I can tell from reading about her and piecing the time-line back together. This was the first and only time I had been in Florida in those college-age days, so putting that together was fairly easy.I don't know if I ever met anyone, before or since, that I have felt more sympathy for at the time. She was very talkative, about herself and the hard times she'd had. She was believable. She wasn't scamming us or anything, as I first suspected, just shooting the breeze. I wanted to cry for her. I think I even did so later, in hindsight. She was unreal. She had, what I thought, were ""multiple personalities."" Really just two, she would laugh one second, cry the next. She was like a big, tough hard-ass girl of eight years. She told me all about her childhood abuse, the horror of being a prostitute, and taking beatings and abuse from the men. She mentioned living in hotels. She didn't seem like too much of a drinker or a druggie. I just thought she was deeply, emotionally disturbed. In those days, we should have said ""mental."" My friend and I were a couple of happy middle-class college snowbird guys on Christmas break. She had about the worst kind of life of anyone I had ever met. She was only about four or five years older than us, but looked twice her age. When I thought later about the hand she was dealt, compared to mine, you better believe the religious feelings and tears well up. They still do. I can't bear to watch the movie sometimes, or at least parts of it.Yes, what she did was wrong, if not evil. I don't think she was evil though, at all. She had the innocence lost, naive but semi-funny sweetness portrayed in the movie. I don't usually contemplate these things, its just that you could see there was a good person there, just profoundly _____ed up. For some reason, I was proud of her when she wanted the execution. She was nothing if not honest. As an outside observer, I don't know how you feel sorry for someone like that, but if you knew what happened, you just might. I have no agenda in that regard. Watch this and ask yourself if monsters are made, or are they born? This movie captures my feelings perfectly. If you have read this far, you can see the conflict. The movie reflects that so well, I can not do it justice by praising it with words.If you were a victim of her actions, I wouldn't blame you for hating what I'm writing. If I read something like this about Charlie Manson, I'd never believe it.I just want to thank everyone involved in telling this bizarre story.I would advise people to see this if they want to be challenged, not just entertained. I've read some of the headlines on the index. So should you.","https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Melancholia,2023.0,U,135.0,"Drama, Sci-Fi",7.1,81.0,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander SkarsgÃ¥rd","196,230",Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,508,Powerful and meaningful if you've been there,"There's a serious polarity in the reviews for this film,and I'm not surprised. If you've ever suffered depression this bleak movie will hit hard, and you'll pick up on all of the subtle messages it sends out. It's done so well it can't be anything other than achingly familiar. The despondency, and the frustration the sufferer feels at their own despondency, in particular, is well conveyed. Unfortunately I think a large chunk of the people who've seen this film (and there aren't many who have, sadly) went to it expecting a slightly arty apocalypse movie. It's not a smarter Deep Impact. The (blue) planet Melancholia is just a metaphor for depression. Unrelenting and irresistible, Melancholia has the main character in its thrall.For those who don't ""get"" this movie, no it's not a pretentious, pseudo intellectual flick. Rather it's a well crafted take on the fine detail of a subject matter that you have been fortunate enough to not have had to understand. Long may that be the case.","https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Bird Box,2023.0,18,124.0,"Horror, Mystery, Sci-Fi",6.6,51.0,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson","387,214","Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","2,298",Awesome Netflix!!,I never leave movie reviews but I have to leave a review for Bird Box. This was hands down the best movie I've ever seen on Netflix! I would have paid money to see this in a theater.,"https://m.media-amazon.com/images/M/MV5BMjAzMTI1MjMyN15BMl5BanBnXkFtZTgwNzU5MTE2NjM@._V1_UY209_CR0,0,140,209_AL_.jpg"
Air Force One,2023.0,UA,124.0,"Action, Crime, Drama",6.5,62.0,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson","210,446","Communist radicals hijack Air Force One with the U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a veteran, fights to rescue the hostages on board.",423,"Brilliant comedy, crappiest action movie","The times of the cold war have gone a long time ago, so why chew on this subject in the very end of the 20th century? Some people seem to be unaware of this fact. What surprises us is that among these people are actors that are famous and respected in the whole world, and also that this horrible movie has eaten so much money and it's being sold as an action movie. This movie is the reincarnation of Rocky III (& alike movies from the cold war era) idea, where Rocky (Stallone) was chasing enemy tanks on a horse :)
Harrison Ford is a good actor, but they forgot to warn him that this movie is a joke, and he took it too seriously - which makes him look ridiculous. (Maybe it would have been a good idea to invite Eddie Murphy instead?). It's understood that some Americans would like to see Indiana Jones (or Swarzenegger, or Stallone) as their president :) Even though Gary Oldman is known for playing bad guys, this time he did a bad job - he has nothing in common with Russians. Sorry Gary, we know you have very good brains and lots of decent offers, guess your agent didn't read the script carefully and when you realized how bad it was, there was no turning back.....We laughed our asses off hearing those presumably Russian characters and trying to understand what they were saying. Actually the only Russian actor who spoke perfect Russian (he said two words!) was killed in the very beginning :) Big mistake :) And during the rest of the movie we were reading the English translation being unable to get through horrible American accents of the ""Russians"".President Petrov is as funny as if the American president was called John Smith :)From our Russian point of view, it's a surprise that this movie wasn't prohibited here in Russia. Well, looks like our country has more freedom and sense of humour :) We are happy that we watched this movie on the TV and didn't spend a single ruble on buying or renting it (just lost 2 hours of our time), otherwise we would have been sorry. Actually we don't really regret spending our time, it's been a long time since we laughed that much on a movie that wasn't meant to be a comedy :)P.S. No offense meant towards America and Americans, we've read other people's comments and it's obvious that most of them share our point of view. Friendship forever :)Oleg & Olga, Moscow, former USSR","https://m.media-amazon.com/images/M/MV5BZmNiNTQ5ZjMtOThjYS00NDc2LWFlMWMtZTM5OTA1NjRmMGM4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg"
Breakfast at Tiffany's,2023.0,A,115.0,"Comedy, Drama, Romance",7.6,77.0,Blake Edwards,"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen","192,436","A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",438,"Audrey Hepburn - The ""It"" Girl of the 60s","I've loved ""Breakfast at Tiffany's"" since I was nine. Even before I completely understood about Holly's ""profession"", I was captivated by the grace and magic that was Audrey Hepburn.George Peppard plays Paul Varjak, a writer who has to earn his living through a wealthy socialite, Patricia Neal, as her ""kept"" man. Audrey, who plays Holly Golightly, is a gold-digging call girl, who is looking for the right rich man to marry. Though you would think these two would be unflattering characters, they are both very charming and put on phony personas (especially in Holly's case) in order to survive.You have to marvel at how a woman like Audrey could look so good in anything she wore. At the beginning of the movie when she first meets Peppard, she's only wearing a simple white shirt that she wears as a nightgown or at the party scene when she first comes out and greets her friend O.J. Berman wearing nothing but a sheet made up to look like a dress! Gorgeous!
It's a marvelous piece of acting when Holly first meets Paul in her apartment, and she's talking about how she has to get ready to meet one of her ""clients"" in jail, Sally Tomato, and she's talking about her profession, looking at herself in the mirror, getting dressed, asking Paul to find one of her shoes, etc., and then, voila! the famous basic black dress and hat with the wide brim. Very stylish - and in the scene she is given much to work with, the way she has to juggle the dialogue and the action of what she is doing all at once. Very natural and sophisticated at the same time.
Audrey is very believable as Holly because her character is someone who is pretending to be sophisticated, hanging around with phony people, but really comes from humble beginnings. Once in a while you will hear in her voice the ""country-girl"" drawl, and you will see through the facade of Holly Golightly who she really is. George Peppard is also very handsome and believable as the ""starving"" writer who also has to sell himself out in order to earn a living.Many complaints have been made about Mickey Rooney and the ""stereotypical"" portrayal of the landlord Mr. Yunioshi. Yes, it is stereotyped, but nonetheless, I still thought it was funny. The party scene is one of the best in the movie - hilarious! Wonderful score by Henry Mancini. Of course it's a classic scene when Holly pulls up in front of Tiffany's in the New York taxi, drinking coffee and eating a danish in front of the window. New York City itself is like a vibrant, interesting character in the movie. I could go on and on.And to top it all off, it's a very romantic love story about two people who find happiness in the crazy, mixed-up world we live in. A classic. Recommended to anyone who loves old Hollywood cinema.","https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg"
Men in Black II,2023.0,UA,88.0,"Action, Adventure, Comedy",6.2,49.0,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle","404,338",Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,608,bland sequel,"`Originality,' is, almost by definition, a one-time thing.  In 1997, the original `Men in Black' struck a nerve with movie audiences by showing that even a big budget blockbuster, heavily loaded down with state-of-the-art, computer-generated special effects, could still manage to seem light on its feet.  The makers of that film pulled off this feat of gravitational legerdemain by coming up with a concept and a script overflowing with creativity, wit, imagination and a cachet of `hipness' to go along with its tone of anarchic playfulness.Well, five years have passed and we now have `Men in Black II' to confirm what most of us suspected all along:  that works that rely on `uniqueness' as their prime selling point are rarely ever able to duplicate their success a second time around.   Five years can be a lifetime in pop culture and what seemed `cool' one summer can appear decidedly `old hat' the next.  Without that aura of cutting edge newness that defined the original, `Men in Black II' seems like just another loud, over-the-top summertime blockbuster.Will Smith and Tommy Lee Jones are back playing Jay and Kay, agents for the government's top secret organization whose job it is to monitor the activities of the thousands of aliens who have secretly infiltrated earth's societies and to help protect the planet from any possible threat from interstellar space.  Smith and Jones still appear to be quite comfortable in their roles and they are aided by Lara Flynn Boyle, as Serleena, the baddest alien this side of Darth Vader, and Rip Torn, delightful as Zed, the slightly cracked head of the Men in Black agency.Although the special effects in this film are, as one would expect in this day and age, astonishing and virtually seamless, the same can definitely NOT be said for the film's screenplay.  The story moves along at a fairly fast clip, but it rarely makes us laugh.  In fact, the script comes across as undisciplined nonsense, lacking both logic and coherence.  Unlike in the earlier film, we get the sense that literally everything here has been placed at the service of the special effects.  There's an awful lot of running and bouncing around but rarely to any point or purpose.  Indeed, we end up feeling at the end somehow more exhausted and drained than exhilarated and euphoric.  It would appear that director Barry Sonnenfeld thought that if he could just keep the thing MOVING we wouldn't notice that he had nothing new to offer in this retread.   It doesn't work.  In fact, if `Men in Black II' shows us anything, it is that just because something MOVES doesn't mean that it can't bore us at the same time.","https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_UY209_CR0,0,140,209_AL_.jpg"
Fantastic Four,2023.0,UA,100.0,"Action, Adventure, Sci-Fi",4.3,27.0,Josh Trank,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell","176,794",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,699,Fantastic Flop,"Over the last decade, we have seen a number of superhero movies get a much needed reboot. After the atrocious Batman & Robin, Batman was brilliantly brought back to the big screen in Batman Begins. When the Spider-Man franchise hit an embarrassing rock bottom with Spider-Man 3, it was reinvigorated with the very likable The Amazing Spider-Man. Eight years on from the dud that was Fantastic Four: Rise of the Silver Surfer and it's time that Marvel's first family got a reboot. With a lot of rumours flying around about trouble on set and the studio not seeming to have total confidence in their product, could 2015's Fantastic Four do these iconic comic-book characters justice?Reed Richards (Miles Teller) is a brilliant young scientist on the verge of discovering how to both transport matter to another dimension and bring it back. Recruited by Professor Franklin Storm (Reg E. Cathey), Reed is given the resources and help, in the form of Sue Storm (Kate Mara), Victor Von Doom (Toby Kebbell) and Johnny Storm (Michael B. Jordan), to to finish what he started in his younger years.When they finally crack inter-dimensional travel, Reed invites his childhood friend Ben Grimm (Jamie Bell) to travel to another world along with him and his team. An accident causes their physical form to drastically change. Reed, Sue, Johnny and Ben must learn to harness their powers and work as a team to stop Victor, who is hell bent on destroying Earth.The one thing that stood out to me about Fantastic Four is just how unbelievably dull it is. For characters who have such a rich and colourful history in the comics, this really is a pretty drab affair. The film only has a 100 minute runtime however, it feels much longer, dragging its feet and feeling very tired right from the very start.When a superhero movie gets less exciting after they get their powers, something is very very wrong.I had some hope for this film and one of the main reason was down to the fact that Josh Trank was sat in the director's chair. Trank hit the big time with Chronicle, a film that combined the superhero genre with found footage. I can't express just how disappointed I am with Trank because everything about Fantastic Four is just so sloppy.The story is weak, the script is cringeworthy and the special effects are average at best. It all culminates in one of the most boring finales you will ever witness in a superhero movie. Compared to what else you see happen in other superhero movies these days, it all looks and feels amateur.Then there are the performances. Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell and Toby Kebbell are all young actors who have the world at their feet. They have each impressed in their own way prior to Fantastic Four but every single one of them has the range of the cast in Tim Story's Fantastic Four films and waste their talents in Trank's reboot.Fantastic Four is a film very much out of time and place in today's market of superhero movies. Ten or fifteen years ago a studio might have been able to get away with it but not today. Audiences like to be entertained and with the competition offering much more excitement, I don't see audiences taking to this, at all.","https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
Memoirs of a Geisha,2023.0,UA,145.0,"Drama, Romance",7.3,54.0,Rob Marshall,"Ziyi Zhang, Ken Watanabe, Michelle Yeoh, Suzuka Ohgo","161,091","The heartwarming tale of Nitta Sayuri, a young Japanese woman who transcended from her fishing-village roots and became one of Japan's most celebrated geisha.",501,A Top-Notch Eye Candy,"Can a group of American men and Chinese actresses render the world of a Japanese geisha? The answer is yes, with stunning beauty Â and regrettable flaws.Truth be told, this movie was not as bad as its trailer led me to expect it to be. It had a story to tell (although it crumbles in the end),images to show, and material to present. There were ample displays of exquisite beauty -- the trailing tails of silk kimonos, the subtle allure of hand gestures, and the captivating scene of kabuki dance theater ... On the other hand, the American director was not able to pull the Japanese out of Chinese actresses. (This movie was so crowded by famous Chinese idols that I found myself inadvertently searching for Joan Chen among the cast.) To be fair, all three main actors (Gong Li in particular) show strong performances that made me sympathetic to Rob Marshall's choices. However, they remain utterly Chinese throughout this movie. The look and accent are not the only problems. They lacked the kind of extreme femininity and excessive felicity of the delicately mechanical gesture and movements of traditional Japanese ladies you see in custom dramas of Japanese production. (Michelle Yeoh seems to be the only one trying a little bit of those, but it did not quite work for some reason.)So, let me re-address the question: Can a group of American men and Chinese actresses render the world of a geisha? The answer, I guess, really depends on what you are looking for. If you would like a little bit of delight from an aesthetically pleasing picture with a dubious authenticity and realism, this movie delivers it. I would not say Rob Marshall failed completely. Memoirs of a Geisha is not the first, nor the last, movie that subjects another culture to the crude lens of American exoticism. It definitely is not the worst one.","https://m.media-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Sleepers,2023.0,UA,147.0,"Crime, Drama, Thriller",7.5,49.0,Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt, Jason Patric","237,864","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",287,Excellent,"I really liked this movie. Great acting, great direction, great plot!As another reviewer pointed out, the movie indeed has 3 parts. before,at and after the correction center. All three parts are equaly gripping. Except that the part in the correction center is very dark and disturbing.Brad Pitt shines in a small role he  has. So does Jason Patrick. Hoffman has his ususal confused charisma. Rest of the supporting cast is excellent too. Especially the denizens of hell's kitchen. Kevin Bacon looks realy menacing. But the person who realy shows his caliber again is de niro. He has one of these rare ""non-swearing"" roles of his. There is a scene where Jason Patric tells the story of the abuses they faced, and the camera focusses on Robert De Niro's face. Only thing changes is his eyes, from sharp and focussed at the first, you see them widening and then you see some trace of tears. Great! This scence reminds me of Omar Shariff standing on a balcony while soldiers start mayhem on the streets, in Dr. Zhivago.A good care has been taken in getting child stars and adult stars look pretty similar.Only thing li'll bit out of the place is constant referance to Count of montecristo. The revenge in the book is ""sweet lasting revenge"" where in this movie its straight shot. But heck! this is real life!the last night the friends spend together is also really touching.
my rating 9/10.","https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY209_CR4,0,140,209_AL_.jpg"
