Title;Year;Certificate;Duration;Genre;Rating;Metascore;Director;Cast;Votes;Description;Review Count;Review Title;Review;Poster
The Pursuit of Happyness;2016,0;U;117,0;Biography, Drama;8,0;64,0;Gabriele Muccino;Will Smith, Thandiwe Newton, Jaden Smith, Brian Howe;562.167;A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career;729;Will Smith is Oscar-worthy, no doubt about it.;"Here's the deal: It's real, it's heavy, and it's inspirational, but NOT AT ALL cheesy. Don't like that? Don't see it. I won't say much else. I will say that Will Smith was shockingly good now that he's paid his dues with ""Men in Black"" and ""Bad Boys.""I was very happy that this film never got political and blamed Reagan for the number of ""down on their luck"" people that were shown, nor was the race card ever pulled out. It was also refreshing that Smith's character never blamed anybody for his troubles.It's very funny at parts, but be prepared for some serious drama. In no ways is it clichÃ© or contrived or boring. Let's just say that's it not Oliver Stone dramatic. This truly is a must see. To say ""I laughed, I cried"" would be really lame. It is the truth, though. We know that Scorsese's crowning achievement ""The Departed"" is going to take the cake at the Oscars, and I won't be complaining. But this movie deserves to be experienced and taken in by the masses.";https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg
A Bridge Too Far;2016,0;U;175,0;Drama, History, War;7,4;63,0;Richard Attenborough;Sean Connery, Ryan O'Neal, Michael Caine, Laurence Olivier;61.672;Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.;236;Under-rated war epic.;"Quite a few bad things have been written about A Bridge Too Far. Richard Attenborough's elephantine recreation of the battle for several strategically valuable Dutch bridges in the winter of 1944 is a star-studded, lengthy and exhausting film (and many critics at the time seemed to be of the opinion that it collapsed beneath its own weight). Almost thirty years on, the film is now viewed somewhat more favourably. It may feel 30 minutes too long, and the need for so many stars in so many tiny parts is questionable, but A Bridge Too Far successfully shows a fierce episode of the Second World War in all its chaotic glory. Incredibly, there's no use of the computer generated effects during the big battle scenes that it is relied upon in modern films like Gladiator and Troy. The scenes in this film were shot pretty much as you see them - so the 35,000 parachutists storming Holland, the river crossing led by Robert Redford under intense enemy fire, and other such staggering combat sequences were filmed with thousands of extras and a good deal of meticulous planning and preparation.The film is based upon Operation Market Garden, an Allied plot hatched towards the end of 1944 with the intention of ending the war in Europe. The concept behind the plan was to drop 35,000 soldiers into Holland approximately 60 miles beyond the German lines, to seize six vital bridges, and to reinforce the paratroopers by sending in thousands of ground troops. However, various mishaps jeopardised the mission and eventually the Allies were cut off and had to withdraw, suffering severe losses.As stellar casts go, A Bridge Too Far still takes some rivalling. Among the many famous actors involved, these are just a few: Sean Connery, Robert Redford, Laurence Olivier, Dirk Bogarde, James Caan, Ryan O'Neal, Gene Hackman, Michael Caine, Anthony Hopkins and Elliott Gould. It seems pointless for some of the actors to be cast in these roles - true enough, Connery, Bogarde and Hopkins get decent roles and a fair bit of screen time, but was it really worth paying Redford $2,000,000 for his ten minute heroics? Could a decent actor have not handled the role for a fraction of that amount? Is Gene Hackman really the correct choice for Polish officer Major General Stanislaw Sosabowski? Should a light comic actor like Elliott Gould be doing his cigar-chomping ""fun"" turn in a movie as serious as this?Luckily, the film is a big success on other levels. The cinematography is extraordinary; the music is suitably stirring; the potentially confusing story is handled with clarity and true-to-the-facts sensitivity; and amid the chaos a number of very memorable scenes emerge. A Bridge Too Far is a very good war film - maybe the biggest war film ever conceived (The Longest Day and Saving Private Ryan included) - and I feel that, although it has a few casting flaws, it is in almost every other department a great, great achievement.";https://m.media-amazon.com/images/M/MV5BNWRjZmZmYmItYzczOS00NjY4LTk3ODItNGU3ZDQ2ZGJkYmZiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
What Jennifer Did;2016,0;;87,0;Documentary, Crime;6,0;;Jenny Popplewell;Fernando Baldassini, Samantha Chang, Alan Cooke, Bill Courtice;6.563;When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.;22;Watch the JCS video instead;Astounding how a large studio with a substantial budget, can't do it better than one guy making YouTube videos. Look up the JCS video on youtube. It's around the same length but goes into this from the criminal psychology angle and absolutely nails it. Netflix tried too hard (as they often do) to ramp up the drama and cinematography and in turn essentially fall flat when it comes to actually giving you what you want from a story like this.The story of this horrific murder is organically dramatic enough that the erie music is completely unnecessary and takes a lot away from the organic darkness of this case.Essentially, it's too long for how much it leaves to assumption and too dramatic for how much it takes away from the incident.Watch the JCS video instead.;https://m.media-amazon.com/images/M/MV5BNDg2MTBmNTItZDMxNS00MGEzLWJhMGEtMDM3Y2FhYTlmNzRlXkEyXkFqcGdeQXVyMTUyMzg5NzM2._V1_UY209_CR4,0,140,209_AL_.jpg
Cast Away;2016,0;UA;143,0;Adventure, Drama, Romance;7,8;74,0;Robert Zemeckis;Tom Hanks, Helen Hunt, Paul Sanchez, Lari White;639.923;A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.;1.026;Outstanding;"I think this is an excellent movie..I've noticed many felt it ""too long, boring, etc..."" which is to be expected in today's ""gimme non-stop action; I haven't been doing anything for 5 minutes, I'm bored"" mentality.  This was a true man vs nature movie that really made me think about what I take for granted and I found myself wondering how I would react in such a situation. Would I talk to a volleyball?  you betcha...anyone who has spent any significant time alone can relate.  Bought the DVD and will watch it for years too come.";https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY209_CR0,0,140,209_AL_.jpg
The Lives of Others;2016,0;A;137,0;Drama, Mystery, Thriller;8,4;89,0;Florian Henckel von Donnersmarck;Ulrich MÃ¼he, Martina Gedeck, Sebastian Koch, Ulrich Tukur;411.062;In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.;444;The most underrated film of 2006.;Holy cow! What a terrific movie! I am a voting member of the Academy (actor's branch) so I get all the films for free. I've seen everything---60 films. This was one of the last 3 films that I saw---because I was completely unfamiliar with the title. This film slowly gripped me, but by the end, the grip was merciless. The lead actor, who should be doing The Life Story Of Peter Jennings, was wonderful. Everybody was terrific. Congratulations to the writers for their perfect structure---and to the director for his flawless storytelling---and his eliciting of top performances from his actors. How well cast it was. But now I'm totally bewildered. Why haven't I heard anything about this film? Where was this film at the Golden Globes? I haven't even seen any reviews about it. Nothing! What's going on? I'm very active in the film business. I follow this stuff. This film (that I never heard of) took me by surprise as no other film has ever done. Note to the IMDb: This is not a spoiler. Jesse Vint III;https://m.media-amazon.com/images/M/MV5BNmQyNmJjM2ItNTQzYi00ZjMxLWFjMDYtZjUyN2YwZDk5YWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
Batman v Superman: Dawn of Justice;2016,0;UA;151,0;Action, Adventure, Sci-Fi;6,5;44,0;Zack Snyder;Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg;753.220;Batman is manipulated by Lex Luthor to fear Superman. SupermanÂ´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge.;2.936;"It's an OK movie; don't go to the cinema with high expectations";Sadly, a step down from Man of Steel. First of all, I was a bit skeptical about this movie, and thought the runtime (about 2 and a half hours) was way too long (and I wasn't completely wrong though). The action scenes were better than what we saw in the trailer. Although the doomsday scenes had terrible CGI (you'll know it when you'll see it), but overall I was happy. The movie had a lot crazy-packed action (it was directed by Zack Snyder, what do ya expect?) but the plot didn't know where it was going. A lot of scenes were a treat for me to see and I got goosebumps watching them. There was more to Jesse Eisenberg than what I saw (and hated, like most people) in the trailer. I made a bet to my friend that he'll suck in the movie, guess I'll have to pay up. He really WAS good. But just like any other movie, it's not perfect and has flaws. You can see that Zack tried hard very hard to fit everything nicely into the movie, but over stuffing was bound to happen. Other than that, I think there are some fan-boys who'll be satisfied no matter how bad the movie is. Hope my review didn't give away any spoilers in any way whatsoever, and that you end up enjoying the movie as much as (or more than) I did.;https://m.media-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
Dances with Wolves;2016,0;U;181,0;Adventure, Drama, Western;8,0;72,0;Kevin Costner;Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant;291.222;Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.;501;Hard to believe;It's hard for me to believe this movie is not in the top 250 on IMBD all time list. Without question my favorite movie. We live in a strange world when Pulp Fiction ranks #18, and Dances with Wolves just misses the top 250. Maybe people thought the movie was too long. I thought it was too short if anything. I wish they would have gone on forever. What an incredible story. The way Costner continued to get closer and closer to the Indians way masterfuly done.;https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg
The Girl Next Door;2016,0;R;91,0;Crime, Drama, Horror;6,5;29,0;Gregory Wilson;William Atherton, Blythe Auffarth, Blanche Baker, Kevin Chamberlin;29.450;Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.;212;A different kind of video nasty... and not pleasant;I was very unsure on how to rate this film. I watched it all and to be fair the film held my interest throughout. I would say it is probably a good film but something I cannot say I enjoyed watching, which was probably the aim of the director. Taboo subjects in society change rapidly over the years and this film deals with argumentibly the most taboo, certainly a topic most people find hard to talk about. Abuse and torture happen. Fact. What this film managed to do for me is to take both subjects and ram them down my throat at a more than uncomfortable rate. And that is the story line. No humour. No romance as such and no happiness. For me this was not entertainment. I guess some people will enjoy this film, in the same way that people like to rubber neck at accidents when they drive past. The publicity will make this film popular and it will no doubt develop a form of notoriety that clockwork orange and the exorcist enjoyed twenty years ago. But for me. I will not be watching it again as I would not be able to get anything positive out of it.;https://m.media-amazon.com/images/M/MV5BMTUwMDcyNjE1MF5BMl5BanBnXkFtZTcwOTA1Njg0MQ@@._V1_UY209_CR11,0,140,209_AL_.jpg
Ruthless;2016,0;R;92,0;Action, Thriller;4,9;;Art Camacho;Dermot Mulroney, Jeff Fahey, Mauricio Mendoza, Kesia Elwin;1.000;A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnapped his student for their human trafficking operation.;16;It's like Taken but a million times worse;Ruthless is directed by Art Camacho and stars Dermot Mulroney and Jeff Fahey.What should've been a competent Taken/ Death Sentence ripoff instead becomes one of the most poorly made and laughably incompetent movies I've seen this year. Dermot Mulroney stars as Harry a high school wrestling coach whose teenager daughter was murdered. He takes matters into his own hands when one of his female students is kidnapped and sold into a child trafficking ring in Las Vegas by her mother's abusive boyfriend.Aside from numerous plot holes this movie has (like Mulroney's character not getting CPS involved from the start.) and the horrible dialogue and artificial supporting cast of actors (excluding Jeff Fahey) where it feels like this is their first ever acting gig. Director Art Camacho has been working in the industry for years as a stunt coordinator so for him to deliver a movie on this level is just sad. He ain't no David Leitch or Chad Stahelski unfortunately. Also I have to mention for a movie called Ruthless Mulroney's character isn't ruthless at all here and doesn't kill anyone he just breaks a lot of arms and fingers. Granted I should've known what I was getting into because most films that are distributed by Saban Films are on this level or worse but I was at least expecting something more competent than this.If there's any reason to watch this movie it's for Dermot Mulroney who has always been one of those actors who consistently delivers good performances in everything they do but never really had a breakout role. He elevates the bad material he's given here the best he can but there's only so much he can do. He deserved a better action vehicle for himself. I can only hope he had a better time making this movie than I and probably anyone else will have watching it.;https://m.media-amazon.com/images/M/MV5BZTljZmExZTMtMGVmNi00M2U3LThlNDUtMmI3MmUyM2M5NDljXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_UX140_CR0,0,140,209_AL_.jpg
Space Cowboys;2016,0;UA;130,0;Action, Adventure, Thriller;6,5;73,0;Clint Eastwood;Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner;86.318;When retired engineer Frank Corvin is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space.;333;A nice little movie, not too outrageous and the expert acting makes it enjoyable;"We own this movie in our home collection and we haven't watched it in a while. Saw it again tonight on TV, and realized that it is still a good movie.Clint Eastwood produces and directs this movie, and draws some ""experienced"" actors to help him fill the lead roles. They manage to extol the trials and tribulations of the senior years, while still capturing the exuberance of youth from the past.the story leads a mildly predictable pattern, but in this case it is not the end of the story that is primarily important, but instead how they get there. Also, all 4 lead actors all come off as really having a good time in the movie, it feels like they really enjoyed making this one and it comes out on the screen in the performances.The pace is even and smooth, again demonstrating Clint Eastwood's legacy of directing and acting in watchable, enjoyable movies, no matter what the gender.I should also mention that the special effects and the space sequences are stunning and much better done than most other movies in near-earth space. That would be the industrial Light and Magic team doing it again.Overall, enjoyable.";https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_UY209_CR0,0,140,209_AL_.jpg
Terrifier 3;2016,0;;;Horror;;;Damien Leone;Daniel Roebuck, Lauren LaVera, David Howard Thornton, Chris Jericho;;Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.;0;;;https://m.media-amazon.com/images/M/MV5BZTcxYTY1NTMtMGNhNS00NzgwLTlkMWUtNWZkZDAxOGM4YTU1XkEyXkFqcGdeQXVyMTk2OTAzNTI@._V1_UX140_CR0,0,140,209_AL_.jpg
Ghostbusters II;2016,0;U;108,0;Action, Comedy, Fantasy;6,6;56,0;Ivan Reitman;Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis;225.416;The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.;258;No, It's Not The Original, But It's Still Very Funny;"This was another sequel that was fashionable to knock when it came out. It got panned because it couldn't live up to the first Ghostbusters. Well, what could? The first one was so original, so enormously popular than any sequel was bound to fail as far as matching it.This second Ghostbusters was just fine, very entertaining and it was nice to see all the main characters back. It had a little nicer feel to it and was more family-friendly language-wise, so it even had some things going for it the first one didn't have.The other major different in this sequel was watching Peter MacNichol, who reprized his ""Renfield""-type character from Mel Brooks' ""Dead: And Loving It"" comedy with Leslie Nielsen. Here, MacNichol plays ""Janosz Poha,"" another wacko with a thick Eastern European accent. He is hilarious, and elevates the enjoyment of this film. Otherwise, the rest of the cast plays and acts just as they did in the first film, which means you'll get a lot of laughs out of them The story just isn't as intense, that's all. No, it can't equal the original, but.....The bottom line is this: Don't try to compare the two films. If you enjoyed the first, you'll like this.....period.";https://m.media-amazon.com/images/M/MV5BNWI5NTg3MTMtZWY0Ny00YWJmLThkZDUtMTBkZTVhMDAyMmVlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg
Mononoke-hime;2016,0;U;134,0;Animation, Action, Adventure;8,3;76,0;Hayao Miyazaki;YÃ´ji Matsuda, Yuriko Ishida, YÃ»ko Tanaka, Billy Crudup;434.724;On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.;716;A true work of art that takes animation to an entirely new level;I saw Mononoke Hime on its USA release back in late December 1999 under its U.S. title Princess Mononoke.  I had read quite a bit about this film and its director but was still totally overwhelmed by the beauty and brutality of this movie.  The complexity of this movie is something never seen in the United States in an animated movie and even exceeds that of most live action movies as well.  It combines love and hate, war and romance, nobility and deception in ways rarely seen in movies today.  Lines of good and evil are anything but clear cut and in the end is hope but no guarantees, no promises.  This is truly an adult movie but my children, ages 12 to 15 all loved it and talked about it for days later.  Even my wife who holds a strong prejudice against Japanese animation enjoyed this movie.Go and see this movie.  You won't be disappointed.;https://m.media-amazon.com/images/M/MV5BNjM3NGExNDctYmU0Yy00MTJjLThlNTItMjM4NDBjMGRiMmE5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg
Superman;2016,0;U;143,0;Action, Adventure, Sci-Fi;7,4;82,0;Richard Donner;Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando;187.788;An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.;535;Best opening title sequence... ever!;"We all have unique reasons for loving a film. That's what makes cinema so magical. It's personal. You can love the meat of the movie, or you can love the trimmings. There's a bunch of good stuff here. Most people my age will refer to ""Superman"" as THE definitive superhero film. None will ever take it's place. A position no doubt dictated by the age we were when first viewing it. As with films like ""Star Wars"" and ""Raiders of the Lost Ark"", WHEN you experience them is just as important as HOW you experience them. As we age, youth's eyes fade. Cynicism creeps in. Experience leads us to see the many injustices this life offers and we become more critical... less likely to accept that which we would rather believe. After all, an adult who clings to the youthful ideals of wonder is simply naive... right?To this day, the opening title sequence for ""Superman"" fills me with the same magical joy it did over twenty years ago. Never was a score so perfectly crafted around a film. John Williams and Richard Donner created such an indelible experience that over 25 yrs later, Bryan Synger will use the same music and theme to bring the magic to a new generation of wondrous eyes. As for me though, this will always remain the best.";https://m.media-amazon.com/images/M/MV5BMzA0YWMwMTUtMTVhNC00NjRkLWE2ZTgtOWEzNjJhYzNiMTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg
Vacation;2016,0;UA 16+;99,0;Adventure, Comedy;6,1;34,0;John Francis Daley;Jonathan Goldstein, Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins;121.886;"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.";365;I laughed my ars off.;"Crazy, hilarious things happen in this very funny film. Raunchy comedy remake which is funnier than the original; contemporary humor, easier to follow and with multiple Ed Helms freak out moments.
Yes, there are things in there which are hard-to-believe but who cares? This is a fictional comedy and not a documentary. Good cast, good cameos, funny jokes, odd situations and overall great entertainment; that's what you can expect from this movie.
The rating is too low here-very unfair. This is a great raunchy comedy which you might watch again and again! 9/10";https://m.media-amazon.com/images/M/MV5BYTliYWU3ZGEtNjkwYi00ZWQ3LTlhOTgtNTQ4YzhmMjVjY2EwXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UY209_CR4,0,140,209_AL_.jpg
A Bug's Life;2016,0;U;95,0;Animation, Adventure, Comedy;7,2;78,0;John Lasseter;Andrew Stanton, Kevin Spacey, David Foley, Julia Louis-Dreyfus, Hayden Panettiere;315.091;"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.";389;A Bug's Life: Not Just Art, But Heart;"(originally a response to a movie reviewer who said A Bug's Life was too much, too fast--he was ""dazed and exhausted"" by the visuals, and seemed to ignore the story completely)Okay, first off, I'm 26 years old, have a job, go to school, and have a fiance'.  So maybe I'm nuts and just really good at hiding it...but not only did I NOT come away from A Bug's Life exhausted or dazed, it wasn't until I saw it the second time that I could even begin to truly appreciate the artistry and humour of the spectacular visuals--because the first time I went to see this movie, I got so wrapped up in the story and the characters that I FORGOT that I was supposed to be sitting there being ""wowed"" by each frame visually.  How can you not empathize with Flik and his road-to-heck-paved-with-good-intentions life?  ""Heck"" indeed, I found myself identifying with that little ant (not to mention some of the other bugs) in a lot more ways than one...and that, in itself, says more to me about what an incredible movie this is than a whole book on its beautiful eye candy. Of course, it's beautiful (every blade of grass, the tree, the rain...).  Of course, what they can do with technology is amazing (you can read their lips! try it!).  But this movie is not just a masterpiece of art and tech, not just an dazzling explosion of movement and color.  No, A Bug's Life would be static if it were all that and no story.  But, I'm glad to say, it's not!  A Bug's Life has real heart.   Yes, there's a lot going on, storyline-wise as well as visually, but that's because the story and characters actually have some depth to them!  Just because it's a kids' movie doesn't mean you should have to turn off your brain at the theatre door--kids are smarter than you think!  Besides that, I think that the PIXAR crew made this for themselves, even before their kids...and it shows, in the amount of heart in has.  This movie is moving, touching, funny, intriguing, and generally engrossing.  The character development in such an ensemble cast is amazing, there's a major amount of character growth, and not just of the main character--so rare in animation and often in movies in general. It doesn't hit you over the head with its points once it's made them--every scene, every frame has a reason in the storyline for being there, and there are no gratuitous shots.  Not always stating explicitly in words exactly what is going on means subtlety, to me, folks; it means not ""dumbing down"" your movie and assuming the audience is stupid, which it mostly is not.  All I can think is, if you can see A Bug's Life and not feel anything at all, then you must have never made a big mistake, hurt your friends, had a crush, fallen in love, been frustrated that no one would listen to you, lied to someone you care about, felt like a social misfit, gotten excited over a new idea, come up with a great idea, had what you thought was a great idea backfire, been awkward one moment and confident the next, felt the pressure of responsibility, stood up for yourself and your loved ones, stood alone against the crowd, felt like a failure, felt like a big success, felt the need to make a difference with your life in the lives of others...well, you get the point.  Final words: A+ rating from me; please, if you're going to see it try to see it in the theatre (pan and scan video is NOT going to work for this movie); if you loved Toy Story you'll most likely love this (PIXAR knows how to make movies with heart); if you do love it see it multiple times or you STILL won't know what you're missing (the amount of detail and subtlety here is considerable); and whenever you're feeling really low, just pretend it's a seed, okay?";https://m.media-amazon.com/images/M/MV5BNThmZGY4NzgtMTM4OC00NzNkLWEwNmEtMjdhMGY5YTc1NDE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
Brooklyn;2016,0;U;117,0;Drama, Romance;7,5;88,0;John Crowley;Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent;150.688;An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.;253;What a great film can do to a seemingly ordinary character;Brooklyn is a film about Eilis, who crosses the Atlantic to America in the 1950s. She is a mildly career-motivated young Irish woman who is handed a dream opportunity without ever asking for it. Contrary to what typical immigrant protagonists are like, she neither really works her way up to success nor once finds herself in a life-and-death situation. Rather, this film shows us that a woman of just a usual background can tell an important story that is surprisingly relevant to us all.The main contributor to that surprise is the lead actress, Saoirse Ronan, who plays her role meticulously while also constantly owning the tone of the film. Her delicate and sincere portrayal makes all Eilis's issues, however selfish or insignificant they may seem at first, materialize in your mind, and makes you hope that her pain will somehow ease. Already a one-time Oscar nominee, Ronan reaffirms her acting strength with this exceptional performance. Of all emerging young adult lead actresses, she is likely the most charismatic one in 5 years since Jennifer Lawrence in Winter's Bone.From start to finish, Eilis feels just like a girl-next-door. That homey feeling extends to Emory Cohen's Tony, an Italian plumber she meets in the New World. With their small height difference, she almost towers over him in her shoes as they stroll outside, which, helped by their natural chemistry, gives them the authenticity of a couple that you might actually know in real life, as opposed to one of Hollywood's ideal.This film is a remedy for anyone who is losing faith in good filmmaking. It is a splendid reminder that you can tell a great story without resorting to excessive twists and effects. With the remarkable performances from the entire cast, there is hardly a dull minute in the film, and it only gets more interesting towards the end. Speaking of the end, Eilis's tips to a new immigrant she meets at the end still hold very true today. They are not only the best advice that you could ever hear from anyone, but also evidence that America is and has always been the land of opportunity.;https://m.media-amazon.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_UY209_CR0,0,140,209_AL_.jpg
Extraction 2;2016,0;A;122,0;Action, Crime, Thriller;7,0;57,0;Sam Hargrave;Chris Hemsworth, Golshifteh Farahani, Adam Bessa, Tornike Gogrichiani;148.489;After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.;469;It Was the Perfect Action Movie for 45 Minutes...;"The first 45 minutes are spectacular. I was having constant goosebumps for 20 minutes straight. I was in total awe; I couldn't avoid smiling. You will not witness much better stunts and choreography (it is arguably better than that of the John Wick trilogy).What's most impressive is the camerawork. There is a 20-minute sequence without any visible cuts that is so immersive. You will be blown away by the impressive technological achievement this crew has achieved. I could hardly believe what I was watching; helicopters landing on moving trains and cameras going in and out of windows have never been easier to follow. This is not a gimmick; it's a highly efficient tool used to make the movie highly intriguing.The rest of the movie does sadly not live up to what the first act had to offer. It goes from an action masterpiece to another generic action-thriller by Netflix. It should honestly have ended after 50 minutes. There is no way you could top what we've just seen. The story doesn't justify the action. They are fighting -- but why? They go back and forth between each other, and at one point it gets tiresome. Just finish it up already.Overall, a movie worth your time with some spectacular action. Don't go into this expecting a movie with substance, but rather an entertaining movie. Can't a movie be nothing more than entertaining at times? Sometimes that's enough. Good writing is however important to make the breathtaking action mean something.";https://m.media-amazon.com/images/M/MV5BZjg5MTM4N2QtN2RlMS00NzBlLTg3NDktM2ExZDNmMmExMGU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
Who Framed Roger Rabbit;2016,0;U;104,0;Animation, Adventure, Comedy;7,7;83,0;Robert Zemeckis;Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer;217.253;When a cartoon rabbit is accused of murder, he enlists the help of a burnt out private investigator to prove his innocence.;291;Nothing short of miraculous;"Stop and think about this movie for a minute, and you realize that we are unbelievably fortunate that it even exists.Think about all the different cartoon characters who have cameos here. Think about how their respective owners had to put aside decades of competing against each other for gags that would last a few seconds of screen time.  Realise that, before this movie, the idea of combining fully rendered animated characters with live action footage was considered impossible.  And how the hell do you market a movie that includes both murder plots and fuzzy little cartoons?This movie is a miracle.I absolutely loved it as a kid, and although parts of it flew over my head I really did not care.  I did know that this is what animation can do when all the ""rules"" are totally ignored.  And why shouldn't they be?Now, as an adult, I appreciate ""Roger Rabbit"" for its gutsyness.  There is absolutely *nothing* like this anywhere.  It gets a solid Ten.";https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg
Shame;2016,0;(Banned);101,0;Drama;7,2;72,0;Steve McQueen;Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters;206.444;A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.;359;Actions Speak Louder than Words;"I am truly shocked by the people criticizing this film for lack of substance. I've seen comments about how there is limited dialogue, and therefore no character development, and hardly any story. Did we watch the same film? I'm thinking we must not have.Shame dives into the life of a man living with an addiction to sex. The first 10 minutes of this movie effectively introduces him, his addiction, his relationship with humanity (sister included), and barely uses any words to do so. You shouldn't need a lot of dialogue when emotions are conveyed with facial expressions, effective cinematography, and great editing. This film is loaded with all of that.Obviously films are subjective, but I feel those who say they didn't get to ""know' the characters at all must always need everything spoon fed to them. I am not a sex addict, but still connected with both Fassbender and Mulligan. I found the development both subtle and extremely realistic. Does everything need to always have that Hollywood ending? Should everything get wrapped up nicely and leave you with a warm and fuzzy feeling when you walk out of the theater? I definitely don't think so. Anybody who does need that probably shouldn't watch any Steve McQueen films. Anyone who can appreciate a raw, subtle, and beautifully made film should go watch Shame.";https://m.media-amazon.com/images/M/MV5BOGU4Mjc0ZWMtNGQ0OS00ZWQ4LThkNDUtOTE1Y2EzYjgzMDU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR1,0,140,209_AL_.jpg
