Title,Year,Certificate,Duration,Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,Poster
Waves,1985.0,R,135.0,"Drama, Romance, Sport",7.5,80.0,Trey Edward Shults,"Taylor Russell, Kelvin Harrison Jr., Alexa Demie, Bill Wise","30,915","Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",202,This Film Tore My Heart Out,"I've said this before, but I will also never be tired of saying it; A24 is easily the best studio out there today, in terms of releasing quality content. Their endless devotion to finding original and exciting projects has always been an admiration of mine. Each year, they seem to be building a bigger catalogue of movies. Waves is one of their latest films to be produced and will hit theatres this November. Here's why, even though it may be a tough pill to swallow at times, you should absolutely be seeking it out.I will start off and say that I'm going to keep the premise very brief, because it's the type of film that consistently surprises its audience, becoming a completely different film by the end. For this reason alone, I'll simply say that Waves is a film about a relationship and a family who slowly falls apart in unexpected ways. I was incredibly invested in the set-up for this film and all of the characters in it, so when a certain moment occurs, I was floored. This movie moved me to tears in ways that I never thought it would.Written and directed by Trey Edward Shultz (It Comes at Night, Krisha), he very carefully crafts this story in a way that feels true to life, while also having levity in times of crisis or grief. On top of the stellar writing and direction, the cinematography by Drew Daniels, who happens to have worked with this director for years, is out of this world. From the way the camera spins to tell a story or frames things perfectly for an aspect ratio change, I would be shocked if Daniels isn't talked about for his work here.It goes without saying that Sterling K. Brown has deliver an amazing performance, and his work here is nothing short of that word. I believe he will be recognized for awards this coming season, but I would like to mention Taylor Russell as well. Playing sort of the backbone of this family, her character has a lot on her shoulders and there are a few scenes where she absolutely steals the show. Alexa Demie, Kelin Harrison Jr., and RenÃ©e Elise Goldsberry are all terrific as well, but there was just something I couldn't put my finger on when watching Waves unfold.135 minutes doesn't seem too long for a film in hindsight, but the way this story plays out will probably make some audiences impatient. There are a couple of instances when this movie feels like it ends, but there's still a lot left to explore. Looking back on this possible negative though, I feel that a rewatch may have me forgiving that aspect, and that has everything to do with the score. Even in the moments where a movie like this would seem to drag, Trent Reznor and Atticus Ross provide a pulse-pounding score that will keep you invested, even during the slow moments in this family's life.In the end, for what Waves sets out to be, it's nearly perfect. The route this film takes toward the end will probably not sit well with some viewers, but that aspect is what impacted me the most and took the film from great to incredible. It can be quite upsetting and depressing at times, so if you're not into that, I would suggest looking for a different film. With that said, this is easily one of the best movies I've seen in 2019 and I can't see myself changing my mind on that. This movie is a human drama that just goes for it and it tore a hole in my heart by the end. Waves is stellar.","https://m.media-amazon.com/images/M/MV5BMWE2OTdiY2MtM2ViNy00NmExLWIxZjYtYTVkNGJkNzgwYjVmXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UY209_CR0,0,140,209_AL_.jpg"
Pitch Perfect 3,1985.0,UA,93.0,"Comedy, Music",5.8,40.0,Trish Sie,"Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp","71,979","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",151,Horrible- waste of time,"I thoroughly enjoyed PP1 and PP2. Like overly enjoyed it. This movie was so stupid its unbelievable. Don't waste your time. Whoever wrote this embarrassment of a movie should never work in showbusiness again. They tried to turn the original pitch perfect formula into some sort of action movie that's just so silly. Literally, Sharknado is a better movie in every respect compared to this.","https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_UY209_CR0,0,140,209_AL_.jpg"
This Is the End,1985.0,A,107.0,"Comedy, Fantasy",6.6,67.0,Evan Goldberg,"Seth Rogen, James Franco, Jonah Hill, Seth Rogen, Jay Baruchel","435,395","Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",637,A devil put aside for me,"I thoroughly enjoyed the film, though in retrospect, I am not sure if it is really a great film--there's not much to compare it to. One thing's for certain: this film is not ""just like"" any other film you could name. It is one of the funniest films I have seen in quite a while. And I am probably going to miss the Rapture as a result of my enjoyment.The film has graphic sex talk and graphic violence. The dialog could hardly be any nastier. And of course, hardly more sacrilegious. However, despite all of that, the film is surprisingly good-natured.This is not a film for children or for family viewing. Anyone who is squeamish or easily offended should stay away.And don't automatically assume that anyone over 40 would not like this film. I'm over 60; I had a great time. So I saw it a second time, and loved it even more.","https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Fast & Furious 7,1985.0,A,137.0,"Action, Crime, Thriller",7.1,67.0,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham","415,307",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,553,Still fun but as clichÃ© as it can get,"I rarely write reviews but i feel this one deserves one that isn't one of the overwhelmingly clouded reviews, that mix real world tragedy into the rating of a fictional piece of work.The movie is entertaining for everyone that knows what to expect and the ridiculousness of the action scenes is fun in itself. Other than that, this movie is far away from the masterpiece a lot of people make it out to be. Especially the serious parts of the dialogue are a 101 on clichÃ©d movie lines and the story is as surprising as the content of a bag of chips. Paul Walker was a decent actor and his death is mourned by many but an emotional 5 minute tribute at the end of the movie, that also seems tacked on in terms of the storyline, is swaying many into thinking they witnessed a new Shawshank Redemption or The Godfather movie.If you are a fan of the series you're in for a great ride and if you're into action movies in general you won't waste your time with this one. Just keep an honest perspective about this movies place in history.","https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
Dora and the Lost City of Gold,1985.0,U,102.0,"Action, Adventure, Comedy",6.1,63.0,James Bobin,"Isabela Merced, Eugenio Derbez, Michael PeÃ±a, Eva Longoria","34,806",Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.,291,Remember who this movie is for,"As a toddler, my daughter adored Dora. My son loved Go Diego, Go. Now, as older elementary students, they had a blast at this movie, and I did too. I thought the talking Swiper was weird, but it was one of my son's favorite parts. This movie was about being positive and being yourself, and the movie boldly said, 'I'm not going to try to be something I'm not.' It was entertaining and fun, and my kids came out singing and dancing. Isn't that the point? With so many violent and intense movies these days, this proved a refreshing change.","https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
First Man,1985.0,UA,141.0,"Biography, Drama, History",7.3,84.0,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler","202,555","A look at the life of the astronaut,Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","1,243","One of the most momentous events in history, turned into a depressing drag.","If you are thinking this is going to be a fun, great movie like Apollo 13, well, just rent Apollo 13 and watch that one again.I've been a 'space-nut' and an aficionado of NASA and the space program since I was a kid in the 70's. I'm not sure how they could have made a movie about Neil Armstrong and the first moon landing more sobby-eyed or depressing. It managed to capture none of the majesty, grandeur, or scope of the undertaking- it was just a wet-blanket of constant angst.The close ups were so close-up that they made you want to back right out of the theater, and were shot in a way to make them resemble shaky-handed home-video footage shot on a hand-held. The camera just refused to hold still for anything in this movie, and it was infuriating. I'm sure, at least at a few points in his life, Neil Armstrong cracked a smile. You wouldn't think so from watching this. I know he shunned public attention, but I find it impossible to believe Neil Armstrong could possibly have been as lifeless and wooden as he was portrayed in this film. Foy's portrayal of his wife came across even colder and less joyful than her depiction of Queen Elizabeth. Sorely disappointing. 6/10, and I feel that's being fairly generous.","https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX140_CR0,0,140,209_AL_.jpg"
The Old Guard,1985.0,18,125.0,"Action, Thriller",6.7,70.0,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari","184,110",A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"1,581",Lost potential,"There were just so many clichÃ©s, cringe, and naive moments. The dialogue was also simple. The music was not all that good. The antagonist had a cartoonish evil character.","https://m.media-amazon.com/images/M/MV5BNDJiZDliZDAtMjc5Yy00MzVhLThkY2MtNDYwNTQ2ZTM5MDcxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Gran Torino,1985.0,UA,116.0,Drama,8.1,73.0,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her","815,929","After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",793,An absolute cinematic gem!,"As Clint Eastwood reaches the end of his life, he presents us with yet another performance which is nothing short of legendary. Wishing to preserve the element of surprise, I will not reveal anything by trying to analyse this great work of art. I will say this. There are similar qualities to his previous work, but I would say that both his directing and acting have reached a level of maturity comparable to that of an excellent wine. The story was compelling and, mixed with the drama was a refined touch of humour; the perfect combination for a pleasant evening. I would like to finish by thanking Mr. Eastwood for sharing this touching moment with his audience at a time when most of the cinematic ""art"" produced in Hollywood consists of stunts and bad jokes.","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UY209_CR0,0,140,209_AL_.jpg"
He Got Game,1985.0,R,136.0,"Drama, Sport",6.9,64.0,Spike Lee,"Denzel Washington, Milla Jovovich, Ray Allen, Rosario Dawson","51,542",A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,125,A Great Movie for Anyone Who Plays Ball at Any Level,"I recently watched this movie for the first time, and as a 19 year old black male it spoke to me. However, I can see this being a film that everyone can appreciate. Especially now, with Lebron James and other upcoming HS athletes, you really see the other side of life that only they know.This movie detailed the life of the #1 basketball star in HS, and the issues he deals with before he announces his plans for the future, further complicated by his father's contingent release from jail.A GREAT movie, don't let the votes fool you, it's not a 6.5/10, more like 8.5.","https://m.media-amazon.com/images/M/MV5BMDEzZjM2ZmItODczNC00OGE3LWE3YTEtMTA3OWZiNTkwYmI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg"
Mission: Impossible III,1985.0,UA,126.0,"Action, Adventure, Thriller",6.9,66.0,J.J. Abrams,"Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman","391,237",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancÃ©e in response.,763,Adrenaline Rush,"I saw this as a sneak preview with my fraternity. I was hesitant to see it because of how bad Mission Impossible 2 was, but I think it more than makes up for the 2nd flop and I would even argue that it's better than the first. The action really is non-stop, and there aren't any cheesy love scenes slowing anything down. The bad guy doesn't change every five minutes either. The plot moves quickly but it doesn't lose the audience at all. You don't need to have seen either of the first two to understand what is going on (I can't remember the plot from either). Lots of guns, loud explosions, cool gadgets and fun locations. I can remember on more than one occasion where the audience clapped or reacted to the action. It does everything an action movie should do very well. I would highly advise anyone who likes action movies to go see it. Even if you think Tom Cruise is a little insane, MI:III is extremely enjoyable.","https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg"
Minions,1985.0,U,91.0,"Animation, Adventure, Comedy",6.4,56.0,Kyle Balda,"Pierre Coffin, Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin","260,224","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",298,Below par money spinner,"I don't usually write reviews but this was such a disappointment that I felt I had to put something. Most of the good jokes were shown in the trailers, so if you've seen the trailer then it's probably not worth the money. There were 3 of us watched this and although we all loved the despicable movies none of us enjoyed this. My son (11) said it felt like it was 2 hours long it was so boring. I can't really explain why it came across as so poor - but it just seemed really lazy and without Gru to play against the Minnions were just to simple. It was slapstick with no soul. The music although quite good didn't really seem to fit the film - just seemed to be tacked on at bit were they felt they should have a soundtrack and a famous song. Buy yourself a copy of despicable me and watch it again and again. Much better value for money! This just felt rushed, with loads of stock jokes, maybe hoping enough of them would hit the mark - they didn't.","https://m.media-amazon.com/images/M/MV5BMTUwNjcxNzAwOF5BMl5BanBnXkFtZTgwNzEzMzIzNDE@._V1_UX140_CR0,0,140,209_AL_.jpg"
After.Life,1985.0,R,104.0,"Drama, Mystery, Thriller",5.9,36.0,Agnieszka Wojtowicz-Vosloo,"Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury","41,175","After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.",139,Thoughtful and Creepy,"What does it mean to be alive? Not a question you're going to find broached in 10,000 B.C. or 2012. But it is a question first time director Agnieszka Wojtowicz-Vosloo tackles in After.Life with surprising depth and skill. Christina Ricci plays Anna, a woman disconnected from her almost fiancÃ© (Justin Long) and alienated by her mother, who moves about her days in a mostly apathetic haze. For the most part Anna's life seems, well, rather lifeless - until she wakes up on mortician Liam Neeson's slab only to learn that she is in fact dead. What exactly that means is the mystery.My favorite way to see a movie is when I know next to nothing about it (so I won't spoil anything here!), and that's how I went into the AFI screening of After.Life last night. I knew the basic premise and a little about the story, but other than that - nada. Which I have to say is a great way to approach a thriller. The highlight for me was Liam Neeson (no real surprise there) who brings surprising warmth and complexity to what could have otherwise easily been a very two-dimensional character. The other standout was Chandler Canterbury as Jack, Anna's young student who has a little figuring out of his own to do. Their performances alone are worth the price of admission. The director's attention to detail, dream imagery, and color (most notably a scene where Neeson washes the dye from Ricci's hair as she lies stretched across an embalming table) reminded me of the stark, Gothic beauty of Six Feet Under and Dexter. That said, this film isn't cut and dry, doesn't tie everything up neatly at the end, and asks more questions than it answers. It's definitely not your typical American movie - something I consider a positive aspect. If you don't, then I'd suggest skipping this one an netflixing Twister.","https://m.media-amazon.com/images/M/MV5BMTk0NDUzNTU5NV5BMl5BanBnXkFtZTcwNDE4ODIzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
The Founder,1985.0,Not Rated,115.0,"Biography, Drama",7.2,66.0,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini","177,963","The story ofRay Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",295,"A tale of treachery, greed and a code of ethics toxic enough to spoil a Big Mac.","Biographical dramas tell stories about significant people in history but they are always much more than that. The person chosen for the bio-pic reflects something about the values of the era and the society from which they came. In this sense, The Founder (2016) goes well beyond the story of a global hamburger empire to the values that made McDonald's possible and it does not paint a pretty picture. The mantra ""persistence is everything"" is heard at the beginning and the end of this film but when decoded it means persistent treachery, greed, and a code of ethics toxic enough to remove some gloss from the world's most recognised golden arches.The real founders are brothers Maurice (John Lynch) and Richard McDonald (Nick Offerman) who pioneered the idea of standardised burgers made quickly that led to the modern fast-food industry. Into their lives came Ray Kroc (Michael Keaton), a struggling milkshake-mixer salesman who is amazed at the queues of people lined up for burgers and fries. The brothers trust Ray, tell him their secrets, and in 1954 Ray becomes the franchise manager responsible for setting up new stores. Driven by insatiable greed, Ray wants to go national but the brothers fear loss of quality control. When Ray realises that owning the property on which stores operate gives him complete control of the business, his takeover plans are rolled into place.The storyline follows the facts of history but it is the film's characterisations that are its real achievement. Perhaps best known for his extraordinary performance in Birdman (2014) Michael Keaton is in a class of his own when it comes to portraying deeply flawed people living on the edge of sanity or evil. From the opening scenes his eyes express callous disregard for others, and at one point he boasts that if a competitor was drowning he would not hesitate to put a running hose deep down the victim's throat. His flawed humanity is contrasted by the authenticity and honesty represented by the brothers. Excellent casting, directing and period sets make this a thoroughly engaging story.This film also arrives with remarkable timing given the current global spotlight on the home of capitalism. Millions of McDonald's fans are regularly processed by one of the most sophisticated marketing machines on the planet. Seeing The Founder is a bit like finding out that Santa Claus is Satan in disguise. Good cinema not only entertains: it shows the world as it is, not as we believe it should be. The Founder tells a story that should be told, and it does it brilliantly.","https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
Please Don't Destroy: The Treasure of Foggy Mountain,1985.0,R,92.0,Comedy,6.1,49.0,Paul Briganti,"Martin Herlihy, John Higgins, Ben Marshall, Conan O'Brien","7,405","When three friends who live together realize that they don't like their life trajectory, they set off to find a gold treasure that is rumored to be buried in the nearby mountain.",55,Weak attempt at humour,"This movie was not only stupid it wasn't even funny.I may have chuckled twice for about two seconds and that's it. The three main guys were like school kids performing a High School skit which was humourless.A few swear words here and there added the only decent dialogue in the whole movie.I know, I'm really panning this movie but the whole thing just seemed so awkward and silly. The story could have been great if the guys didn't behave like utter twits even though there was a sort of serious element to each of their individual stories.I think there may be a moral to the story but it was lost in a cloud of nonsense.","https://m.media-amazon.com/images/M/MV5BODY0NDE2NTAtNWQ0Zi00NWRmLTljZjktM2JkZmRjMWNlMmEyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg"
Bambi: The Reckoning,1985.0,,,"Drama, Horror, Thriller",,,Dan Allen,"Roxanne McKee, Samira Mighty, Nicola Wright, Tom Mulheron",,"Inspired by the animated movie Bambi, it will transform the innocent deer we know into a killing machine.",0,,,"https://m.media-amazon.com/images/M/MV5BNjFmZjc5MDUtYzdhNS00ZDJjLWE2OTItNjYyNTEwY2JkOWE5XkEyXkFqcGdeQXVyMzY3NTcyMzM@._V1_UY209_CR40,0,140,209_AL_.jpg"
The Purge,1985.0,18,85.0,"Horror, Sci-Fi, Thriller",5.7,41.0,James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane","240,417","A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",549,Decent,"I am a movie theatre employee, so I saw this film last night at an employee screening. Going into the movie, I was rather excited. The concept is interesting, and has never been done before. While this movie was not as scary as I had anticipated, I still thoroughly enjoyed it. The antagonists were disturbing, and the movie really shows the struggle between self-preservation and what's right. It is somewhat short, but the makers certainly do get the job done. Plenty of flashlight-and-pistol standoffs and suspenseful scenes make for a movie with an interesting plot, and good acting. The ending was a bit predictable, but did not ruin the movie in my opinion. Not the best that I've seen, but overall a decent flick.","https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"I, Tonya",1985.0,R,119.0,"Biography, Comedy, Drama",7.5,77.0,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","243,229","Competitive ice skaterTonya Hardingrises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",503,Relevant movie,"Why relevant? Until I saw this movie, in my point of view Tonya Harding was a cheat and a lowlife and this was entirely based on the media coverage of the events in 1994. Having seen the movie I feel ashamed about how easily I judged her and I realised I have to be way more careful in forming my opinion about people.","https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_UY209_CR0,0,140,209_AL_.jpg"
After Hours,1985.0,UA,97.0,"Comedy, Crime, Drama",7.6,89.0,Martin Scorsese,"Griffin Dunne, Rosanna Arquette, Verna Bloom, Tommy Chong","81,752",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,244,Scorcese's most underrated.,"Out of all the Scorsese films - I would have to admit this ranks in the top five. After Hours draws you into it's dark and surreal world with fantastical wonder. The characters are all interesting, the acting superb - especially Griffin Dunne - and the pacing is great.It was made in 1985, and I can already see the techniques Scorsese used in Goodfellas - and the quick editing. It is directed and edited really well. So if you were a fan of Scorsese's frantic camera work in Goodfellas and Casino, this film is for you.It really does put you on edge - as a viewer, you really want Dunne's character to get back home - but everything possible that could happen to him - happens. This is not just a evocation of soHo in the early 80's - it is a deeply black comedy. All the rules go out the window for Dunne's character, because after all it is after hours.Scorsese really is the best living director at the moment - so do yourself a favour and watch this movie - it's fantastic.","https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg"
Mars Attacks!,1985.0,UA,106.0,"Comedy, Sci-Fi",6.4,52.0,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker, Annette Bening","243,895",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,449,Misunderstood ???,"There's one guarantee in life : When you're reading 5 reviews on Mars Attacks, FOUR of them are negative ones! Why, I ask?? It's really hard for me to believe that all these movie-lovers fail to see the film like Tim Burton intended it. Mars Attacks! is a great film and - above all - a very effective parody. Burton takes the opportunity to spoof and laugh with almost every form of nowadays filth...Politics, religion, the army, television, greed in Las Vegas and God knows what else. Mars Attacks! is the purest form of cinema anarchy I've seen so far, and I really want to encourage you to see it again if you didn't like it the first time. Tim Burton is a genius. Practically all movies he did before ( and after ) Mars Attacks! prove that. Do you really believe that he would deliver a failure? Or do you think the entire brilliant cast would agree to starring in an inferior production?? They all acknowledged the genius of this movie...why can't the audience do the same?Mars Attacks! is a very remarkable achievement for yet another reason. This very well might be only film that cost a fortune in order to look cheap! Burton probably wasted a huge budget to make the settings and the design look like they did in the typical 50's Science Fiction movies. Burton is a big fan of these movies and he saved  neither money or trouble to make his satire look like those films. The direct tribute to Edward Wood in the opening credits is an obvious example of this as well, I think. Perhaps, this would be the only real thing you can accuse Tim Burton of...Mars Attacks! is a very personal project of his. I really doubt he worried much about the question whether Mars Attacks! would become a success or not. He told his tale and he clearly enjoyed doing so...Why wouldn't you enjoy watching it then? Note: This review is dedicated to Mailen. A great regular user here on this site and I know for a fact that she adores this film as well...","https://m.media-amazon.com/images/M/MV5BNThlMjBmOWItNjljZi00ZGU4LWJkZjgtNWU1ZjI1MTg4MzczXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg"
Nyad,1985.0,PG-13,121.0,"Biography, Drama, Sport",7.1,63.0,Jimmy Chin,"Elizabeth Chai Vasarhelyi, Annette Bening, Jodie Foster, Anne Marie Kempf, Carolyn McCormick","37,428","The remarkable true story of athlete Diana Nyad who, at the age of 60 and with the help of her best friend and coach, commits to achieving her life-long dream: a 110-mile open ocean swim from Cuba to Florida.",117,Amazing? No. But still worth your time,"In a day and age where most movies are steeped in cynicism, there's something oddly refreshing about Nyad. Yes, parts may be clunky, it may take a while to get going, and it doesn't reinvent the biopic formula, but it's still an ultimately successful crowdpleaser.In terms of its inspirational story, Nyad follows a pretty straightforward plot of the titular characters attempts to swim from Cuba to Florida. This underdog/triumph of the human spirit storyline is by no means new, but it's handled here with honesty and care. The start of things is rough-the first actual shot of Bening as Nyad is almost unintentionally funny, and it's pretty obvious that the actors are not totally comfortable with their characters early on. But, much like Nyad herself, the movie gets better over time as the technical quality improves and the actors are able to flex their skills, and by the end you're cheering right alongside the crowds for her success.Diana Nyad, as a figure, is quite complicated. There's no doubt that she's has some incredible achievements, but she's also been reported as self-centered, dishonest, and in general rather controversial. Walking in to Nyad, I feared that the filmmakers would opt to completely gloss over this to be more simple (and palatable to Oscar voters), but thankfully this is not the case. The movie chugs along with its traditional empowerment story, but along the way there's tension between Nyad and her companions as her arrogance threatens to derail the swim. A lesson about ""the power of teamwork"" may seem cliche, and to an extent, it is. But the movie's exploration of the way perceptions change based on your own humility adds an interesting texture to the proceedings that not all filmmakers would seek to include.One of the most talked-about things regarding this movie is the acting, and for the most part, it delivers. Annette Bening as Nyad is thoroughly convincing and able to sell this rather idealistic yet egocentric woman without being totally unlikable, and the physical strength it must have taken to perform the swimming is impressive. It takes a while for her to fully warm up to the role, but once she does it's a strong turn. Bening had a job and she delivered.But the star of the show here is Jodie Foster. She imbues her character with so much personality and life force that she disappears into the role and is easily the best part about the whole film. Foster's not given amazing dialogue to work with, and yet through sheer talent, she pulls the movie together to craft a complex portrait of a woman torn between dedication to her friend and her own self-actualization. If nothing else, watch this movie for her performance.In the age of streaming this is exactly the sort of thing to fall under the radar were it not for awards season, but it has more heart than most film's you can find on Netflix. This is not an incredibly well-made movie, but it doesn't need to be. The core thing that makes a story like this work is the emotional impact, and it delivers. Nyad's an imperfect but satisfying film, uplifting and well-acted enough to be worth a watch.Finally score: 68/100.","https://m.media-amazon.com/images/M/MV5BNWJhMzVmN2QtODg0ZS00ODk1LWExNDItZjIyMTczYmUzNjY1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UX140_CR0,0,140,209_AL_.jpg"
Barry Lyndon,1985.0,U,185.0,"Adventure, Drama, War",8.1,89.0,Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy KrÃ¼ger","183,494",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,466,A film so easily dismissed,"In the midst of the many wonderful films made by Stanley Kubrick, it is strange to note how rarely people mention ""Barry Lyndon"".The film portrays an unusual young Irish man, Redmond Barry, and his endeavours as he is forced to leave his home and tries to make good his life elsewhere. His life away from home starts out as a career in the British Army; only to evolve in surprising ways and lead to as different places as a position of trust within the Prussian Army and later a title of nobility, gained by what our time can only measure as rather disgraceful means.Some consider Barry Lyndon a slow and tedious film Â and it is in deed past three hours in length, but this is because of the artistic flow of a film that strays not only to tell a tale about a man who is by no means neither hero nor villain, but also a film which is in no hurry and takes the time for every detail to sink into the mind and heart of the viewer. Some of the scenic images in ""Barry Lyndon"" are in themselves pieces of art, rendered with a passion for the landscapes and the man-made structures within them.The myth that all scenes were recorded using no artificial lighting no doubt stems from the very realistic lights during indoor takes, and some of them truly did not feature artificial light. This is but one of the many details that so easily conveys a sense of a realistic portray of the era; the 18th century and the time after the seven-year war in the later half of the century. The impressive atmosphere and the wonderfully picturesque scenarios along with the fact that the entire plot moves at a calm pace makes this film a very pleasant experience.""Barry Lyndon is"", amidst Kubricks' many masterpieces, a film so easily dismissed due to length and the fact that it is overshadowed by others, but I deeply recommend this film to anyone who would like to see a film both for the plot line, the story and the pure enjoyment of the images presented. Stanley Kubrick made many great films Â and this one is most definitely one of them! KimotoCat","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
Gunpowder Milkshake,1985.0,A,114.0,"Action, Crime, Thriller",6.1,47.0,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Michelle Yeoh","51,343",Three generations of women fight back against those who could take everything from them.,708,Why so much negativity? This was a banger!,"Ignore all the negative reviews on here. This film is exactly what it says on the tin -- essentially, a female John Wick -- and it owns that. The dialogue is snappy, the performances are winking, the actors are having fun, and it's generally just a good time. If you enjoyed Keanu Reeves checking into a hotel with an infinite amount of magic coins and using all sorts of code words for guns to avenge his dog, you can handle Karen Gillan doing the same with classic works of literature to protect a little girl.","https://m.media-amazon.com/images/M/MV5BYTE4YzczNDQtNmQzNS00ZTZjLThiMzEtOTUzOGQ5ODQzNzY1XkEyXkFqcGdeQXVyMTA3NTQ0Mzkw._V1_UY209_CR0,0,140,209_AL_.jpg"
