"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Tropa de Elite 2: O Inimigo Agora ÃÂ© Outro","","","115.0","Action, Crime, Drama","8.0","71.0","JosÃÂ© Padilha","Wagner Moura, Irandhir Santos, AndrÃÂ© Ramiro, Milhem Cortaz","86,919","After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.","68","Wow.","I'll say one thing right off the bat, this movie is incredible. I saw it in a packed theater at the Sundance film festival and I've never heard louder applause from an audience. I would recommend watching the first film, just because its also very good and introduces all the characters. However, this film stands on its own. The director sought to make this stand out from the first film and he succeeded. This has fantastic action, great dialogue, and some hilarious dark humor. But most of all, its intelligent, its extremely well made, it's not plagued with any awkward or out of place moments. For some viewers, this film might actually be a learning experience. If you want to see an action film that isn't 90% action and 10% plot. If you want something that's hardcore, fearless, and has a message, this is it. Check it out, you won't be disappointed.","https://m.media-amazon.com/images/M/MV5BMjEzMzMxOTUyNV5BMl5BanBnXkFtZTcwNjI3MDc5Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Slackers","","R","86.0","Comedy, Romance","5.3","12.0","Dewey Nicks","Devon Sawa, Robert B. Martin Jr., Jason Segel, Michael C. Maronna","15,250","When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.","96","Whats wrong with you people?!","Worst movie of the year?  Ok...the name is SLACKERS!  Not Schindlers List Part 2.  Why do you people try to pull so much meaning out of these stoner flicks?  What are you thinking when you rent these movies?  That you'll find a diamond in the rough?  A Spielbergian classic?!?  I like stupid humor. Sue me.  I can laugh dumb nonsense.  I've shown this to a ton of people and they all found humor in it.  Cool Ethan is quite possibly the craziest character ever written and what his face from Rushmore pulls it off perfectly.  Plus whats his face from that Stan video is PIMP in this movie. Seriously...take notes from STAN, eminems greatest fan.My advice to you critics that downplay a stupid script in the first place is to stop watching comedy's.  Stop now while you're ahead.  Thank you and good day.","https://m.media-amazon.com/images/M/MV5BNWVjNjQ0NGQtNzBhYy00MzU2LTg3ZGYtZDAxYzE5N2Q3MzE0XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Jigeum mannareo gabmida","","","132.0","Drama, Fantasy, Romance","7.7","","Jang-Hoon Lee","So Ji-seob, Son Ye-jin, Ko Chang-seok, So-Hyun Gam","7,102","Woo Jin takes care of his son Ji Ho alone after his wife Soo A passed away. Before she passed away, she promised she would be back on a rainy day one year later. One year later, Soo A appears again, but she does not remember anything.","57","The Japanese Original is Superior in Every Regard","As with many other movies that are remade because the original worked so well, this remake fails to meet expectations. If I had encountered this Korean version first I most likely would have liked it better, but since this was not the case it was impossible to not do a comparison in my mind as I watched it and found it quite wanting. The Japanese version is superior in every regard, acting, direction, cinematography, and the writing.Although several minutes longer than the original, this version has a simplified story line and really doesn't develop any secondary characters much except a new one, an over-the-top comic uncle. Actually, although there were a few comic moments in the original they came about naturally and were at times subtle. This was especially the case in the comparison of the accounts of the leading characters when they encountered each other at school. In this new one the comedy is anything but subtle and is at times essentially slapstick. The young Woo-jin character is made so much a clumsy nerd that in some scenes he belongs more in a Three Stooges comedy. In the original his social awkwardness stems more from his coping with illness. His illness is central to the plot, but with the exception of a moment or two in this new version, the illness seems barely present at all leaving motivations that drive decisions illogical and not natural.The secondary characters such as the wise doctor, a caring co-worker, a baker, and the teacher at school all added considerable richness in the Japanese film that is sorely lacking in this one.I am tempted to say that the director is inept, but I think perhaps it is more fair to say that his approach in this movie is awkward and lacking in style. He doesn't manage to introduce much depth to the story or characters so ultimately his version is far less touching than the original. A key scene at the end of the rainy season is now barely there, but was an emotional highlight in the Japanese film. The characters are far more believable in the first film, the remake failing to come close in comparison. I think the actors, director, and screenwriter share blame for this. In particular I found Ye-jin Son's performance flat and not conveying the emotional core necessary to make her character's choices make sense and carry impact. I am tempted to think she was only cast because of her being cute and having a stunning figure.The Japanese film took advantage of interesting location shooting, in a field of sunflowers and at a local festival. The cultural touches added richness and provided a nice backdrop to the scenes, adding visual interest as well. The Korean version is shot in a ""matter of fact"" style they could be in virtually any number of places.In conclusion the original is far better nuanced, making it far more believable, involving, and touching. In watching this new one I found a tear or two coming to my eyes, but realized these were coming due to remembering the same scene in the original film, not the one I was watching. For those who have not seen either movie I would suggest seeking out the Japanese version first. For those who liked the Korean version I strongly recommend watching the first version as it most likely will deliver what was liked in this one, but in an even greater measure.","https://m.media-amazon.com/images/M/MV5BMGVkZjdlMzAtNGFjZi00Zjc1LTljZmQtYjEzYjFjMjkxNDk4XkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_UY209_CR3,0,140,209_AL_.jpg"
"Children of a Lesser God","2021.0","UA","119.0","Drama, Romance","7.2","80.0","Randa Haines","William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco","18,720","A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.","62","Beautiful and Touching","Hollywood is full of overly wrought love stories in which the conflict seems contrived merely to create drama or comedy or both.  In Children of a Lesser God the love is so simple, and the conflict so believable, that it feels less like watching a movie, and more like watching friends walk through their own personal story.  The attraction between Matlin and Hurt is obvious, but genuine, and is filled with the kind of ""touches"" that make it feel real. It is also a visually beautiful film.  Each shot is set like a still photographer capturing an image.  The overwhelming beauty of the New Brunswick coast creates a background for the film that leaves one with the feeling of watching a moving painting. Matlin has unfortunately not since been offered anything near this piece in which to display her amazing talent.  It is a shame that a woman who could stand alongside Katherine Hepburn and Jodie Foster as all time great actresses is not having the opportunity to display that talent because of her hearing disability.","https://m.media-amazon.com/images/M/MV5BZTQ2MzY5NGMtMWU0Ny00ZDQ5LTgwOTUtYTUwYjVhNWFhMzc3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
"Balkanskiy rubezh","2021.0","","130.0","Action, War","6.6","","Andrey Volgin","Anton Pampushnyy, Milena Radulovic, Gosha Kutsenko, Ravshana Kurkova","10,542","After the NATO bombing of Yugoslavia in 1999, the Yugoslav army pulls out of Kosovo region, leaving Serbian people at the mercy of the Albanian UCK terrorists. A small band of soldiers must take over the Slatina airport, and hold it until the Russian peacekeepers arrive.","204","True story? Not really...","This is pure propaganda movie that tries to make Russian as some kind of heroes. Truth is Russians didn't fire a single bullet in Kosovo. And this movie is disrespect for every single Serbian that fought there. That's why I don't understand people praising this as a true story, but we ALL KNOW it's just fiction. And no real Serb will ever call this a true story. By doing that you are spitting on every Serbian grave in that war. Over and Out.","https://m.media-amazon.com/images/M/MV5BOWE2YjM3ODMtZmY2OS00ODJiLWFkMzAtNzBjMTVlMmViNTkyXkEyXkFqcGdeQXVyMzczNjI1MjU@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Johnny & Clyde","2021.0","","100.0","Action, Adventure, Crime","2.8","","Tom DeNucci","Megan Fox, Avan Jogia, Ajani Russell, Tyson Ritter","1,808","Johnny and Clyde are two serial killers who are madly in love and on an endless crime spree. They have their sights set on robbing a prosperous casino - owned by crime boss Alana and guarded by a demonic slayer that she commands.","18","Stay away from this garbage at all cost!!!","This was the most pointless excuse of a movie I have ever seen. I want my time back.The plot holes are massive. I mean you would have to suspend all reality of society to believe some of the things that occur to set up the ""story"" or ""plot"" or whatever this thing is.Why do films like this even get made? How do scripts like this get financed? Black mail? I don't get it. Even the acting sucks big time.There are other parts where you will just shake your head and ask: Why. That's the main question. This is utter nonsense. Unless you're into watching a plot that moves in ways that confuse you and make you annoyed, I would avoid this movie.","https://m.media-amazon.com/images/M/MV5BZjhkY2FlMTMtNDM4MS00OWI2LWIwMTMtNmIxMmUyNjA3MmIwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UY209_CR1,0,140,209_AL_.jpg"
"Barney's Version","2021.0","R","134.0","Comedy, Drama","7.3","67.0","Richard J. Lewis","Paul Giamatti, Rosamund Pike, Jake Hoffman, Macha Grenon","26,280","The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.","64","Excellent film","I just saw this wonderful film which is an amazing adaption to Richler's story. The acting of the entire cast is extraordinary with Paul Giamatti, Rosamund Pike, Minnie Driver and the great Dustin Hoffman giving superlative performances. I sat in a small art-house cinema in a suburb of Tel-Aviv, Israel and the quite large audience (for a Saturday afternoon) enjoyed the film in total silence. You could have heard a pin drop (and that doesn't happen very often!).I note that some reviewers were offended by the fact that some of the characters were unpleasant Jews. Well, that happens in life and as a Jew I wasn't offended one little bit. Like every other people we have nice and not nice people and I found the film to be very truthful, very funny and also very sad. An exceptional achievement!","https://m.media-amazon.com/images/M/MV5BMTM4MTUwNDg0OF5BMl5BanBnXkFtZTcwMjUyODYxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Vamps","2021.0","PG-13","92.0","Comedy, Horror, Romance","5.3","57.0","Amy Heckerling","Alicia Silverstone, Krysten Ritter, Larry Wilmore, Bettina Bresnan","11,150","Bloodsucking party girls (Alicia Silverstone, Krysten Ritter) find their destinies at stake when one falls for the son of a vampire hunter and the other encounters a long-ago love.","43","Two dead girls live in NY and try to have fun and fall in love.","I saw this movie at a screening and I hate to be the one to tell you this, but this movie is bad. Real bad. I mean it's not good at all. I really wanted to like it. I mean how could a Amy Heckerling/Alicia Silverstone comedy about chick vampires be bad, right? Well, trust me it is. The jokes try so hard to be young and relevant, but come across sounding like what an old person thinks is hip and current. The acting isn't much better. S. Weaver pretty much phoned it in and the rest of the cast if forgettable. I wouldn't be surprised if this film never sees the light of day. I'm betting on a straight to DVD, or better yet, straight to Netflix Instant release. Please don't waste your valuable time seeing this movie. I can honestly say it sucks. No pun intended.","https://m.media-amazon.com/images/M/MV5BMTg0ODkwMzI0NV5BMl5BanBnXkFtZTcwMDc4OTc2OA@@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Late Night","2021.0","16","102.0","Comedy, Drama","6.5","70.0","Nisha Ganatra","Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy","40,879","A late night talk show host suspects that she may soon lose her long-running show.","293","Funny, Charming, and inspirational","I saw this movie yesterday and I loved it! Emma and Mindy are an amazing pair. It's a little reminiscent of Devil Wears Prada but in only the best of ways. Emma Thompson brings a vulnerability to her stern, straight laced character who is stuck in her own ways. Mindy's character gets hired to work for Emma's Late Night talk show to help get it back on track to avoid cancellation. Mindy is incredibly charming, sweet and very opinionated in her role. These two ladies knock it out of the park and will make you laugh and cry. It's not every day we get to see a team up like this. The story is passionate, the jokes are hilarious, and the emotions are sincere. I highly recommend, it was a good time at the movies.","https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Mosura tai Gojira","2021.0","","89.0","Adventure, Fantasy, Sci-Fi","6.5","","IshirÃÂ´ Honda","Akira Takarada, Yuriko Hoshi, Hiroshi Koizumi, YÃÂ» Fujiki","10,377","When opportunistic tycoons refuse to return Mothra's egg to Infant Island, its people must decide if they are willing to answer Japan's own pleas for help when Godzilla arises near Nagoya.","65","The artistic peak of the Godzilla series","Godzilla Vs Mothra,the fourth Godzilla film,is regarded by some fans as the best. It doesn't have the power and allegorical elements of the original,yet it doesn't go into outright camp like many of the sequels. The film is colourful,exciting and often witty,yet the fantastical story is handled relatively seriously.The plot is strong and,within the demands of a Japanese monster movie,logical. The human characters are mostly reasonably interesting and we don't mind spending time with them for the first half hour or so until the monsters show up. The effects are excellent considering the budget-the constant criticism of the effects in these films is sometimes valid but certainly not here. The two monster battle scenes are shorter then usual but exciting and amusing without being completely comical. Godzilla is at his most fearsome in this film,and he even threatens children,while the graceful,mystical Mothra is a great adversary. Akira Ifikube's music is thrilling {if repetitive}and there are even important issues such as the destruction of the environment and the evils of big business put into the film without spoiling the fun.Some other Godzilla films may be more funnier,or more exciting,or more spectacular,or whatever,but Godzilla Vs Mothra may well be the artistic peak of the series,with all the elements woven into an immensely satisfying whole,and,unusually for a Japanese sci-fi movie of the time,it was not altered much for it's US version,with only some minor cuts,not-too-bad dubbing and,best of all, the addition of a scene featuring Godzilla!","https://m.media-amazon.com/images/M/MV5BNjBkNjk0NDAtNDcxYy00NDI3LThjM2QtYjRhOTY1NmM0N2NhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR2,0,140,209_AL_.jpg"
"Golden Kamuy","2021.0","","127.0","Action, Adventure, History","7.3","","Shigeaki Kubo","Kento Yamazaki, Anna Yamada, YÃÂ»ma Yamoto, Gordon Maeda","105","In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold.","2","2024film-002(2024/1/30)","I watched the movie with prior knowledge of the story as I had once read the beginning of the original work. This film marks the first one I watched in a theater in 2024. I saw comments in some reviews mentioning that Anna Yamada, who portrayed Asiripa, seemed too mature. Although I can understand that perspective, I actually quite liked Yamada's portrayal of Asiripa; her performance was adorable. Hiroshi Tamaki's acting was also perfectly unsettling, in a good way. Overall, it was fantastic. I sincerely hope that more adaptations of manga originals can be meticulously and successfully brought to life in movies, just like this one.","https://m.media-amazon.com/images/M/MV5BYjZjNjVkMDYtYzg2Mi00NWQwLTg1ZGEtZTRlODgwY2JiYmIzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY209_CR4,0,140,209_AL_.jpg"
"Another 48 Hrs.","2021.0","UA","95.0","Action, Comedy, Crime","5.9","23.0","Walter Hill","Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe","44,578","Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.","81","Revenge of the 80's: The sequel!","Another 48 Hrs. (1990) was another sequel. During the 80's any movie that made the slightest of profits made a sequel. For one reason only, to make even more money. However many producers never made another dime off of the momentum of the previous film and were stuck with a sequel that cost two or three times as much as the original film, Another 48 Hrs. was a prime example. The only reason films that produced multiple sequels raked in the dough was the films were cheaply made, low overhead means more potential for a profit. When you pour millions into a movie and expect to make a buck, two out of three times you're going to lose your shirt. The movie has a ""rushed into production"" feel. I felt the same way after watching Scary Movie 2. The director was given what he had to work with. I can't fault Walter Hill because he made a pretty watchable movie. The problem was this film didn't need a sequel. The end results are a remake of the first movie. No more, no less. This film was made during the peak of Eddie Murphy's over exposure period. Like so many actors, he was a victim of his own excess. Nick Nolte seemed to be going through the motions whilst Eddie Murphy had that ""look at me"" thing going.Overall it's not a bad movie. But if you're expecting something different then look elsewhere. Maybe the filmmakers should have watched the first movie again before they wrote the script. It would have helped a bit. Recommended for fans of the first film.B","https://m.media-amazon.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Dilwale Dulhania Le Jayenge","2021.0","U","189.0","Drama, Romance","8.0","","Aditya Chopra","Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal","77,327","When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.","160","Like every movie of its kind, and yet like nothing I've ever seen","Dilwale made me glad to be a Westerner, just so I could experience the sheer rush in the glorious way this film simply throws its Indian sensibility in your face. It is one of the most completely, openly joyful films I have ever seen. In many ways a totally Western film, it is yet completely un-Western, and absolutely invigorating.I found the (rather oddly looped in places) mix of Hindi and English dialog to be a lot of fun to follow (as incomplete as the subtitles sometimes seemed). The Indian/Western pop structure of the songs was entertaining and infectious. The choreography is simply amazing, and some of the most sheerly athletic I've seen. The Indian roots of the dance routines were at first almost unnerving--at once familiar yet bizarre, almost surreal (to my Western eyes). It was sheer fun making the cultural adjustment.The plot is predictable, almost pedestrian--certainly not what you'd call ""never done before,"" and yet I found myself completely absorbed in the story, and rooting for the main characters. This is in large part due to Shahrukh Khan's and Kajol's performances as Raj and Simran. He is totally endearing, and she is totally hot!, and their on screen chemistry is as cute & perky and smoldering & steamy as Fred and Ginger at their peak. It was, simply put, fun to watch them having so much fun.Director Aditya Chopra was, I understand, only 24 when he made Dilwale, and the film was so successful its Indian first run lasted a world-record 11 years (and may still be going on, as far as I know). A heckuva testimony to Bollywood indeed. This movie has instantly become one of my favorite musicals, and I look forward to finding more films from Chopra, Khan, and Kajol. What a treat!","https://m.media-amazon.com/images/M/MV5BMDQ2ZmE2NTMtZDE3NC00YzFjLWJhNmEtMDEzMTI5ZjU2ZGM0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY209_CR8,0,140,209_AL_.jpg"
"Premium Rush","2021.0","UA","91.0","Action, Crime, Thriller","6.5","66.0","David Koepp","Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy","118,569","In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","161","A Cycling Riproaring Ride","It's not a 10 star film but it is a fun ride with action that makes up for a few flaws in plot and the flow of storyline. The best issue in this film is almost constant action and wild biking through the New York streets. One of the elements that were new to the screen and highly workable were the sudden stop of action to follow the split-second decision making of a messenger/biker. Choices (usualy three) that have to be made in the moment. The bad guy in the film is nasty and very believable. So, if you're looking for a thrill ride and a fun film then go see it. Enjoy the earthy feel of the cameras that capture the life of a messenger on two wheels competing with trucks, cabs, and cops.","https://m.media-amazon.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Young Offenders","2021.0","","83.0","Adventure, Comedy, Crime","7.1","","Peter Foott","Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale","13,315","Two teenage boys cycle 160km on stolen bikes pursued by police to find a missing bale of cocaine worth 7 million euro. Set around the real event of Ireland's biggest cocaine seizure in 2007 of 440 million euro.","35","awful","All what is the worst in Irish people was shown here. That wasn't funny at all. Young idiots who are a poor example of people with no future, no personality and no education. Great! Waste of time. Nothing is funny here, but pathetic and sad. No story line, bad screenplay, bad idea, bad example to all Irish people who will watch it and will copy this behaviour, attitude. 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West). 2/10 because they show beautiful Ireland (South/South West).","https://m.media-amazon.com/images/M/MV5BNTAwMmU3NzQtNzE3MC00YTAyLTljMWEtOGI2NGQ1MDIwMjgzXkEyXkFqcGdeQXVyMzY3MDMwNQ@@._V1_UY209_CR1,0,140,209_AL_.jpg"
"My Family","2021.0","R","128.0","Drama","7.3","","Gregory Nava","Jimmy Smits, Esai Morales, Edward James Olmos, Rafael Cortes","4,517","A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in the 1960s.","22","A wonderful scene","The following tender scene (in an otherwise male-oriented movie) is totally unexpected: Jimmy Smits is a macho and is busy with his car, his wife (Elpidia Carrillo) whom he only married so she wouldn't be deported, comes up to him and changes the music in the cassette-player. She tries to get him to dance with her, right there on the street. At first he doesn't want to, but the way by how she finally succeeds is really a must to see. He even asks her at the end of the dance ""Will you teach me how to salsa?"". For only this scene one should rent the video, the rest of the movie isn't bad either!","https://m.media-amazon.com/images/M/MV5BMGMyZWJlOTAtNmE2ZS00YWNmLTg5MDAtYjY2ZjhhMjRjYTFkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Deadly Getaway","2021.0","","86.0","Thriller","7.5","","Charles Jones","Yandy Smith-Harris, Jason Weaver, Jeff Logan, Princess Love Norwood","30","A couple's romantic getaway turns deadly when the girlfriend's obsessive ex arrives. He's a wanted criminal who will kill to protect his secret. The couple becomes hunted, fighting for survival against the murderous ex-boyfriend.","0","","","https://m.media-amazon.com/images/M/MV5BZDRjZTAwNzItN2ZiYi00ZWRmLTk1NGQtYjJiZGJiMDBkMTU3XkEyXkFqcGdeQXVyMTE3NzgzNjk2._V1_UX140_CR0,0,140,209_AL_.jpg"
"Nana","2021.0","","92.0","Comedy, Drama","4.4","","Dan Wolman","Katya Berger, Jean-Pierre Aumont, Yehuda Efroni, Mandy Rice-Davies","717","A beautiful and willful prostitute puts her appearance and body to use to become the toast of the town.","10","Typical Golan, almost.","There was an interesting aspect of this film: Golan, Globus and Dan Wolman made two versions of this film. One was a PG version that they hoped to sell to T.V. and the R-Rated one that was filled with nudity. 18 year-old Katya Berger bares a lot of skin in this costume drama about a young Parisian lady who finds work at a burlesque club and then takes advantage of the perverts who come here. The film takes place in the 1880's yet one of the stars of the club has created movies. Not very exciting and very tame for today's standards. A turn-off in this film is the women who didn't shave under the arms. Ewww. Mandy Rice-Davies, who helped bring down the British Government years ago, appears in this film. Costume drama for completists or those who want to see a poor man's Brooke Shields.","https://m.media-amazon.com/images/M/MV5BMDg3NTEzYjEtMTc5OC00ODNkLTkwOWUtNmFlODYwNmUyOTRkXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_UY209_CR70,0,140,209_AL_.jpg"
"11:14","2021.0","R","86.0","Comedy, Crime, Drama","7.1","65.0","Greg Marcks","Henry Thomas, Colin Hanks, Ben Foster, Patrick Swayze","50,105","The events leading up to an 11:14 p.m. car crash, from five very different perspectives.","130","11:14 Edgy, Smart, Terrific","Festival.  Based on what I'd read, I was expecting some sort of Tarantino rip-off.Instead I got run over by a very fast, very clever film.  Directed by 27 year old Greg Marcks, the film is populated by up and coming young stars including Colin Hanks and Rachael Leigh Cook.  It's actually 5 stories that all take place in a small town in middle America at around 11pm on a random night.Characters keep running into each other and bad bad things happen, but the stories are all strung together in really clever, often darkly funny ways. The dialog is sharp and real, and Marcks has a real skill with his young cast. There are some really excellent performances, especially by Rachael Leigh Cook, who as the trashy Cherie is just the right combination of evil and desperate.Although even in her trailer park costume she's breathtakingly beautiful! Also look for Ben Foster, who surprised me with a very realistic performance, after something REALLY bad happens to him.  Hanks is also good, as is Shawn Hatosy.  I was blown away!  And the strangest part of the Premiere screening?  It finished at exactly 11:14.","https://m.media-amazon.com/images/M/MV5BODVmZGQxYjgtOGRhMi00NTg4LTk4NzMtNzU1NjE2NzU1MmZjXkEyXkFqcGdeQXVyMjc5MjU2MDk@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Murder of Nicole Brown Simpson","2021.0","R","82.0","Crime, Horror, Mystery","2.5","","Daniel Farrands","Mena Suvari, Nick Stahl, Taryn Manning, Agnes Bruckner","1,912","Inspired by true events, the film follows OJ Simpson's ex-wife Nicole Brown Simpson in the last days before her tragic death on June 12th 1994, as seen from her point of view.","72","TRASH","Completely fictional, trash. Bad acting. Bad directing. I bet if you did some digging you would find OJ was the financial backer. Calling this movie trash is actually an insult to trash.","https://m.media-amazon.com/images/M/MV5BNWNhODlhOGItZDQ1OC00NjgyLWE0ZjItZjQ3OWUyYmMwYjU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR2,0,140,209_AL_.jpg"
"Free Birds","2021.0","U","91.0","Animation, Action, Adventure","5.8","38.0","Jimmy Hayward","Woody Harrelson, Owen Wilson, Dan Fogler, Amy Poehler","26,039","A pair of turkeys discover a time machine and decide to use it to travel to the first Thanksgiving, to take turkeys off the menu forever.","74","Not worth the price of a ticket!","Bear in mind, I am writing this from the perspective of a parent who just shelled out for kids tickets, my ticket, concession stand, and it wasn't cheap, and then to have this movie be SO awful and SO boring (yes, my kids called it boring!), well, I am very disappointed.All of the funny-seeming parts were in the trailer, and when you see them in the context of the movie they aren't very funny either. I was in a packed theater and there was hardly any laughing going on at all - that is a very bad thing. Laughter is contagious, but not in this film!The voice acting was average at best, although Owen Wilson was good, but one turkey cannot carry an entire movie, especially when the plot was so lame.The animation itself was OK, but without a decent story and characterizations, a movie is going to fail, and this one did big time! We didn't expect factually accurate obviously, you'd have to be crazy to think it was, but we were hoping the humans wouldn't be portrayed as either total morons OR really evil and vicious. Pixar doesn't show humans that way in Toy Story, neither did Turbo or Despicable Me 2.This movie is a definitely wait for it in Redbox etc, or even wait for it to come on TV. If you have 2 kids or more, you're going to be paying out a lot of cash for a trip to the movies to see this and you will be horribly disappointed.Highlight of the movie was the trailers BEFORE the movie - which showed us a couple of upcoming animated movies that might actually be good.The one thing I will say for the movie is they had great marketing - they suckered us in on election day in VA when we had nothing better to do, but let this review be your warning, go see SOMETHING ELSE!","https://m.media-amazon.com/images/M/MV5BNjE0NjIwMzAwOF5BMl5BanBnXkFtZTgwOTIyMzMzMDE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Grand Prix","2021.0","","176.0","Drama, Sport","7.2","72.0","John Frankenheimer","James Garner, Eva Marie Saint, Yves Montand, ToshirÃÂ´ Mifune","10,522","American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard.","130","a period piece-- but of a great period","It's hard to rate this film. Its got a soap opera plot pasted on to some really fine cinematography, editing, music and racing sequences. The real stars of this film are the cars, the beautiful F1 'cigar' cars of the 60's with their exposed engines and elegant lines. Within a handful of years aerodynamics and advertising would change the look of racing forever. Even the plot hints at the change taking place at the time-- from the gentlemen's league of the 50's to the ravenously commercial and brutally competitive environment that Formula 1 was to become. Frankenheimer followed the tour through a season, to the storied old tracks such as Nurburgring, Spa and Monza (before safety and television considerations changed them to much shorter, less idiosyncratic shadows of their former selves). There are cameos by Graham Hill,  Bruce McLaren, Jim Clark and Lorenzo Bandini, names tinged with tragedy in retrospect. Technically this film is quite an achievement. Many of its developments, however, did not really take, such a multiple images, and the splicing of soft music to intense action scenes. The film, then, is not one of great importance in movie history. But there are a lot of racing fans who hold a special, if not top, place for Grand Prix in their lists of favourite films.","https://m.media-amazon.com/images/M/MV5BNWQwOTZmOTEtOWNhYS00MDhiLThkMzYtNzA2MGFkZjc4N2ExXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
"DÃÂ¸d snÃÂ¸","2021.0","","92.0","Comedy, Fantasy, Horror","6.3","61.0","Tommy Wirkola","Jeppe Beck Laursen, Charlotte Frogner, Jenny Skavlan, Geir Vegar Hoel","70,074","A ski vacation turns horrific for a group of medical students, as they find themselves confronted by an unimaginable menace: Nazi zombies.","156","Game Over US","Norwegian film makers get it. This is how to make a cool movie; balance the humor and horror, special effects that don't over power the movie, and most importantly: actors that care what they are doing and do it well! Fritt Vilt one and two (Two not being as good as the first, but that's the norm) were leagues over what Hollywood has put out in over 20 years, just small budget horror from people who care what they put out. My only complaint is that it's hard to get these movies in North America and even harder to get English subtitles, but that is in no way a knock to these fine movies. If you can get hold of the these films and are a horror buff, find them, you won't be disappointed. Keep it up Norway!!!!!!","https://m.media-amazon.com/images/M/MV5BMzZiM2FhOTUtZTE4My00ZDNlLWEyZWItZDBiNDFjZDk2MWE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
