"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"The Two Jakes","2014.0","UA","137.0","Crime, Drama, Mystery","6.1","56.0","Jack Nicholson","Jack Nicholson, Harvey Keitel, Meg Tilly, Madeleine Stowe","15,518","The sequel toChinatown(1974) finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil.","66","Just because it's no Chinatown, doesn't make this film bad","The Two Jakes and The Godfather 3 were released in the second half of 1990 and both films proved that sometimes it's best not to tamper with classics. This is not necessarily because sometimes a sequel can't compliment a classic, but because no matter what you do, there's no way to avoid comparing the new versions to the old. And the final chapter of the Godfather trilogy is vastly inferior to the first two. And Two Jakes is vastly inferior to Chinatown. But since Chinatown and the first two Godfathers are among the best films every made, that's a pretty pointless comparison. Just as The Godfather 3 stands on its own as a very sturdy and interesting piece of filmmaking, Two Jakes also works on its own merits. It's confusing, overlong (a full ten minutes more than the original), and never fully gels, but it's also passionate, intelligent filmmaking. Go figure.In his autobiography, producer Robert Evans refers to Robert Towne's script for Two Jakes as basically only half-finished. It was half-finished when they started shooting, half-finished when they made it half-way through the shoot, and it pretty much feels half-finished in the final product.  This is a movie where characters wander in and out and a full two-thirds of the storylines go essentially unresolved. The grand climax of the film (and trust me, I'm not spoiling anything) is an evidentiary hearing, for heavens sakes! And I couldn't really explain the plot if I wanted to, but here's the quick summary: It's fifteen years after Chinatown and Jake Gittes Jack Nicholson) has become older, fatter, and a good deal more bitter. He's now an Investigator respected throughout LA, but he's still haunted by his experiences with the Mulwrays, especially the late Evelyn. The film begins with a jealous husband, Jake Berman (Harvey Keitel), storming into a hotel room and killing his wife's lover, with Jake listening in the next room. Of course, you know the crime probably wasn't entirely about love or lust and that money probably had something to do with it. Money, history, and oil, actually. And it spins in circles from there. It's easy to notice that the film slacks off at around the half-way point. It's then that you realize just how tight Robert Towne's Chinatown script was. Even at a shred over two hours, every word counts, every gesture, every twist. Two Jakes is flabby in comparison. The dialogue is pleasantly hardboiled and the actors enjoy delivering it, but the resolutions of the various mysteries mostly fall flat. You either see them coming, or don't understand when they arrive. It's to Towne and director Jack Nicholson's credit that the film ends on a number of satisfying grace notes.Nicholson's direction is almost never the source of the film's flaws. And this is legitimately high praise in a film as twisting and convoluted as this. Of course, he again makes you appreciate the brilliant economy of Roman Polanski's direction of Chinatown, a film with an immeasurable amount of class. Nicholson produces several wonderful moments including a beautiful pull shot from the ocean to a teatime conversation with Kahn (who Chinatown fans will avidly remember). Nicholson and director of photography Vilmos Zsigmond capture a Los Angeles of burnt out dreams, on the brink of overdevelopment and overexpansion. The film has noir stylings but it respectfully looks different from Chinatown.Nicholson's performance is more a study of what has happened to the actor since Chinatown, rather than what has happened to the character. Because Jack was less of an icon when Chinatown was made, the original Jake Gittes is one of his least iconic performances. By the time he won his Oscar the next year for One Flew Over The Cuckoo's nest Nicholson had already become JACK (in all caps) and he hasn't looked back. In Two Jakes, Jake Gittes has become JACK. There's no getting around it. However, there's also no getting around the fact that Nicholson is a great actor and even if his performances are frequently variations on a theme, it's a pretty super theme.Two Jakes is peppered with supporting performances of varying degrees of depth. Harvey Keitel has never been better as the second of the two Jakes. His character is emotionally complicated and perhaps the only person in the film (besides Gittes) who gets to go through a character arc.  He plays it wonderfully. The femmes fatale in the film, as played by Madeline Stowe and Meg Tilly are less and more complicated than they seem. Ruben Blade, Richard Farnsworth, and Eli Wallach provide capable support when they're given anything to do.The fact is that like the Godfather 3, if you came upon Two Jakes with a completely open mind, you'd find it a complicated thriller, vastly more substantial than most films of the genre. The fact that it's got its flaws that it'll never compare to Chinatown are the basis for a 7/10 rating.","https://m.media-amazon.com/images/M/MV5BMTQ5NjJjNDMtOTg2Zi00Y2Q3LWJhNDMtZTRkODdiYmNhZmJiXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Babe: Pig in the City","2014.0","","97.0","Adventure, Comedy, Drama","5.8","68.0","George Miller","Magda Szubanski, Elizabeth Daily, Mickey Rooney, James Cromwell","35,524","Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.","224","Give it another chance!","In my opinion one of the year's best films, I cannot help but pity poor Universal and director George Miller for the loss of the sequel to ""Babe."" Kudos go to them for making a film so original and daring, so out of place in the family film market today, as it defies almost everything that stands for these days: you don't forget the entire movie within a few hours; rather, it stays with you, filling your head with bold and imaginative images that rival those of the best children's books out there.""Babe: Pig in the City"" is much like many other great sequels (""The Empire Strikes Back,"" ""Aliens"") in that it is superior to the original but so different from it, that it is not even worth making a comparison of the two. Why have so many people rejected it? Why was it on so many critics' ten best lists, and the public shunned it so much? It is really rather simple. There is no place for a THOUGHT-PROVOKING family film in this day and age, with the exception of perhaps ""The Prince of Egypt.""The thing that makes me laugh here is, teenagers and adults alike are commenting on how violent ""Babe 2"" is, yet if I remember correctly few or no animals at all die in the film. And no big deal seems to be made when the same stuff happens to human beings in ""family films.""To be honest, I don't think they should have rated it G, simply because it seems that anyone seeing this under the age of nine would be confused and perplexed by it. Most people over that age however should be able to follow it well, and understand that the things happening in it are no worse than what kids (and especially teens) see everyday, whether it's on TV's ""The Simpsons"" (my favorite show) or something at the multiplex (a whole ARMY of people gets drowned in ""The Prince of Egypt""- a PG rated film).In the end I am truly hoping that ""Babe: Pig in the City"" is given at least some Oscar nominations, especially for the art direction, cinematography, and visual effects- all of which were superb. A great movie, even though it has not found an audience.This movie just screams: ""Give it another chance!""","https://m.media-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_UY209_CR1,0,140,209_AL_.jpg"
"I Think We're Alone Now","2014.0","R","99.0","Drama, Mystery, Sci-Fi","5.7","51.0","Reed Morano","Peter Dinklage, Elle Fanning, Charlotte Gainsbourg, Paul Giamatti","12,661","The apocalypse proves a blessing in disguise for one lucky recluse--until a second survivor arrives with the threat of companionship.","137","A slow, eerie, romantic nightmare.","I Think We're Alone Now is not the typical post-apocalyptic film most audiences are used to seeing.After looking at the gorgeous poster and watching half the trailer to this movie, my interest grew. The further I looked into the project and the more I learned about the cast and crew involved, I was hooked.The film is directed by Reed Morano and stars Peter Dinklage and Elle Fanning. The story follows a seemingly lone survivor of a mysterious apocalypse that stumbles upon a young girl. Throughout the film the two talk and bond, living in this quiet world Morano builds for his characters.Dinklage's acting was quiet and subtle, very rarely talking and communicating in glances. Fanning's character is loud and full of energy. The two have great chemistry. The film's romance is similar to Lost in Translation but isn't executed as well. Throughout the film it seems they are close, but never really romantic, just surviving. If it was built upon more, execution would be better.The cinematography in the film is spectacular. Morano's past in cinematography shines in this project. The atmosphere is built upon with the film relying on natural lighting. This has an amazing effect on the environment, giving it life and making it seem real.There are downsides to this movie. About two thirds of the way into the movie, it seems to take a total shift in the mood and story. The ending seemed like it didn't belong, ripped out of a mid-two thousands teen dystopian book. While the ending didn't ruin the film, it still left me unsatisfied.While the runtime of this film is just over an hour and thirty minutes, it takes its time. If you're going into this expecting a fast pace movie with quick dialogue and fast results, this movie isn't for you. If you're a fan of character studies and long, interrupted takes, you'll more than likely enjoy this movie.Overall, I Think We're Alone Now is an experience that I haven't had in a theater in a while. It's different than most of the films in theaters this year which is refreshing. It teaches people the importance of a strong and satisfying ending and how not to do that, but also how to set up an effective and interesting universe Check it out.","https://m.media-amazon.com/images/M/MV5BMGZlOTEwNzgtM2U2OC00ZGI4LThjMGYtMzA4YTZmNzc4Njk5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg"
"AstÃÂ©rix & ObÃÂ©lix contre CÃÂ©sar","2014.0","","109.0","Adventure, Comedy, Family","6.0","","Claude Zidi","Olaf Wijnants, Christian Clavier, GÃÂ©rard Depardieu, Roberto Benigni, Michel Galabru","45,416","In all of Roman territory, the village where Asterix and Obelix live is the only enclave that has not yet been dominated by the empire, thanks to the magic potion of the druid Panoramix. But Commander Detritus has a plan to change that.","60","Fantastic in French; don't bother with the translation","This film is a genuinely brilliant live-action translation of an (arguably) unfilmable classic comic book series... Claude Zidi's writing and direction are top notch, and the main characters as played by Clavier and Depardieu work extremely well.The English translation, on the other hand, is awful. When I saw the film in England having already watched it in France, I was, frankly, embarrassed! Terry Jones relies too much on direct translations and gags that don't fit... perhaps they should have used Bell and Hockeridge, the hugely talented translators of the actual books. Oh well.I definitely recommend the film, though, albeit only in the original French. Don't worry if you don't speak a word of the language; you'll soon pick up what's going on, without the experience being spoiled by the abysmal English dubbing.","https://m.media-amazon.com/images/M/MV5BMTk5MTQ2NzI3MF5BMl5BanBnXkFtZTYwOTgwNDc5._V1_UY209_CR4,0,140,209_AL_.jpg"
"Inherit the Wind","2014.0","","128.0","Biography, Drama, History","8.1","75.0","Stanley Kramer","Spencer Tracy, Fredric March, Gene Kelly, Dick York","32,814","Based on a real-life case in 1925; two great lawyers argue the case for, and against, a Tennessee science teacher accused of the crime of teaching Darwin's theory of evolution.","197","The right to think................very much on trial.","Like Elmer Gantry I first saw Inherit the Wind in the theater in Brooklyn when I was 13 years old. Both of those films dealt with issues arising from the Roaring Twenties out of religion. At the time I thought both were great dramatic pieces dealing with issues of the past. I thought how much we'd grown up as a country from 1925 to 1960.If you had told me that 46 years later we'd be fighting these same battles and that preachers had as much political power as they do I and many others would have said you were nuts. Yet here we are today in an age when Pat Robertson is taken as a serious political figure. Inherit the Wind is a dramatization of the famous Scopes Monkey Trial of 1925 when a biology teacher was arrested and challenged a law passed by the Tennessee State legislature making it a crime to teach anything other than the account of creation as set down in the Book of Genesis. Dick York is the biology teacher here, renamed Bertram Cates for the play and the film version of that play.In fact all the names of the dramatis personae of the Scopes Trial have been changed to allow some creativity by the authors Jerome Lawrence and Robert Lee. Spencer Tracy and Fredric March play fictionalizations of Clarence Darrow and William Jennings Bryan named Henry Drummond and Matthew Harrison Brady respectively.Of course that is what Inherit the Wind is primarily known for, a duel of double Academy Award winners. In fact Spencer Tracy received another Academy Award nomination for this film, but lost to Burt Lancaster for Elmer Gantry. That's ironic to me because I thought March captured the essence of William Jennings Bryan better. Bryan is a man whose time has passed him by. But he's still a hero to the folks of small town rural America in the south and middle west. One thing to remember is that while Bryan was a great orator and advocate, he had not practiced law in over 30 years when he stepped into the courtroom for the trial. If he had been a better lawyer, he might not have fallen into the one big trap Tracy set for him and the trial and the attending publicity might have been better for his side.As good as Tracy is, the year before in Compulsion I think that Orson Welles captured the real Clarence Darrow in his character of Jonathan Wilk. No one in Hollywood could do long take speeches quite like Spencer Tracy though. I'm sure that's why Director Stanley Kramer hired him and they developed quite the screen partnership with Tracy doing four of his last five screen roles for Kramer. Stanley Kramer made some impeccable casting choices filling out the minor roles of the various townspeople of Hillsboro, Tennessee. There are two that I would single out. Claude Akins who usually played tough guys in various action films was astounding as the town preacher, the Reverend Jeremiah Brown. Sad to say there are still many like him out there. Akins's offbeat casting worked wonders, it turned out to be the high point of his screen career. On the opposite end of the spectrum was Noah Beery, Jr. who is a farmer and who's son was drowned some time before the events of the film. Beery is the town non-conformist, he refused to allow his son to be baptized and Akins has said the adolescent is in hell because of it.In a key scene when Tracy draws the ire of Judge Harry Morgan who sentences him to jail for contempt of court, Beery offers to put up his farm for collateral for Tracy's bail. Tracy's about to quit the case, but that simple gesture gives him hope, in the ultimate decency and clearheadedness of ordinary people. It's my favorite scene in Inherit the Wind.Stanley Kramer lived long enough to see this film become so relevant for today's times. I wonder what he must have thought.","https://m.media-amazon.com/images/M/MV5BZjcwZjhlZmEtNjg3ZC00OTEwLWFjY2MtMDg2OTQwZWJmMGM3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR1,0,140,209_AL_.jpg"
"The Truth vs. Alex Jones","2014.0","","121.0","Documentary, Crime","7.5","86.0","Dan Reed","Alex Jones, Russell Dowden, Rob Jacobson, Josh Owens","1,888","Centers on families of the victims of the 2012 Sandy Hook shooting. They take Alex Jones, a conspiracy theorist, to court for spreading lies about the event being a hoax.","13","The Corrupt Court VS Alex Jones","Before anyone calls Alex Jones, a Liar, they need to watch the ""Sandy Hook Documentary"" before viewing ""The Truth Vs Alex Jones"", which should be re-titled ""The Corrupt Court VS Alex Jones"". Alex Jones, is denied his Due process of the law and his Constitutional Rights by the corrupt judge. A person, by law is supposed to be innocent until proven guilty, which is not the case in this trial. Any judge who tells a jury that the defendant is a liar and all they due is lie, and anything they say is a lie, Is not qualified to be a judge. These money hungry people, do not deserve one thin dime. No amount of money will bring back a dead child. One can see that the supposedly ""bereaved"" father, is laughing before he gets up to the mike to give his speech and then starts crying with ""fake"" tears. It is strange that no ambulances or emergency helicopters showed up at the school. No police or parents were admitted into the building. The hospital was not alerted. The one teacher who was supposedly taken to the hospital was much older than the teacher who was supposed to be in the ambulance. No one who knew Adam Lanza had seen him since his childhood. There were no pictures of Adam Lanza in the Jr High or High School yearbooks. The type and number of guns and calibers that were used was inconsistent. They also mentioned about guns being in a car. Where was the spent brass? No one could shoot over 100 rounds in the time that was done with a pistol or a rifle without reloading several times. An authority said that the decibel level would be too great in a small room for one to fire over 100 rounds. The police also said that their was more than one shooter. Alex Jones, Is a Liar, I Think Not. This is just another 3 ring circus to attack our 1st amendment and 2nd amendment Constitutional Rights which are Freedom of Speech and The Right to Keep and Bear Arms.","https://m.media-amazon.com/images/M/MV5BOTRiM2E3NzMtMjMyYi00YTlhLTgwMTUtNGM1NjkzZjI4M2I3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UY209_CR0,0,140,209_AL_.jpg"
"Trick","2014.0","Not Rated","89.0","Comedy, Music, Romance","7.2","","Jim Fall","Christian Campbell, John Paul Pitoc, Tori Spelling, Brad Beyer","9,260","The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan.","129","Boy meets boy. Oh boy!","It's hard to imagine a gay themed film where the main characters aren't drag queens, don't have AIDS, aren't bitchy, catty, flamboyant, tragic or shallow. As it turns out, gay people, like non-gay people, can be all those things (and aren't we all tired of it) and so much more. In fact, the most distinguishing characteristic of gay people is that, for the most part, they are virtually indistinguishable from non-gay people. Isn't it about time a movie just allowed its central gay characters to be a couple of cute young guys whose casual meeting teeters over the course of a hilariously frustrating evening on the verge of becoming more than a one night stand?Gabriel, played by Christian Campbell, Neve Campbell's older brother, is a shy, aspiring composer with dimples to die for. Mark, J. P. Pitoc, is an outgoing journalism student who earns money as a go-go boy and has the body to prove it. Pitoc and Campbell, who appear together again in the ""Thank You, Good Night"", gel beautifully as the put-upon would-be lovers. In a world where meeting and having sex can be a rather common and often all too impersonal event, they meet, and like most people their age, they want to have sex. But the story that gently unfolds is not at all common. It's tender, funny, and much more romantic than it sounds.Tori Spelling, it hurts me to even write this, is terrific as Gabriel's oh-so theatrical friend. She maintains a drama in her life that can be endearing, but is often times more annoying, the latter which Ms. Spelling portrays with great comic success. The rest of the cast is fairly unremarkable, with two notable exceptions. Steve Hayes is brilliant as a friend from Gabriel's theatre class whose hilarious ""Como te gusta mi pinga"" is the funniest cabaret number since Priscilla. Clinton Leupp as drag queen Coco Peru, delivers a delightful bathroom soliloquy that will have you in stitches. Even more amusing is the fact that Miss Coco looks distractingly like Ms. Spelling's character, right down to the overabundance of drama.Trick is an uplifting and life-affirming look at being young and gay and almost in love. Surely you were at least one of these things once.","https://m.media-amazon.com/images/M/MV5BYWNmM2ZlMzctNmU1Ny00YWYxLWE5ZmEtNjlkMWViYmY1MDQwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Sulis 1907","2014.0","","105.0","Action, Drama, History","6.6","","Nils Gaup","Otto Fahlgren, Alexandra Gjerpen, Pernille SandÃÂ¸y, Simon J. Berger","858","In 1907, the miners in Sulitjelma in Fauske in Nordland made a famous rebellion against greedy mine owners.","3","Well Told StoryÃ°ÂÂÂ","This was a movie that had many emotions, action and it just delivered a very good message about how justice should be shared and distributed. About how miners didn't get so much money, and how badly they were treated. This story takes place in Sulitjelma, Norway, were a miner called Konrad and his team had to stop their boss and start to investigate of low money payment. From my point of view, this was a good movie, that was well done, it was just so much better than Narvik from last year, that was just some kind of lousy war-romance movie that just shouldn't have been made. This was something that warmed my heart, something that made me think, and it was very entertaining. The whole crew that works together in the mines, it is not so clearly at the first sight but after a while this team-power looks very real and very organic, something that makes you feel home with the characters, and the actors did play very well, it was many Norwegians and many Swedish people, and I don't want to be mean but from my point of view Swedish people are playing more realistic and organic, like in here, but of course, the Norwegians played very well too. Good dialogues but sometimes it was annoying when they were saying a name too much, like basically in every sentence. Annoying things like that didn't happen much but sometimes, they could work on the dialogues in some places. The music was great, very Norwegian and very old-style, it did really fit the movie. When the action came, the suspense was on, like falling mines and fight scenes. This movie did also serve some inside facts about how to act in a mine, and what you should do when danger is coming. Concluding, this was a well told story, with some good music, plot, action sequences and high, valuable message. If you like war movies or a good drama documentary, I can really recommend this one.","https://m.media-amazon.com/images/M/MV5BOTE0Mzc5ZDEtMTkzOC00NWE3LWFiMTUtOWQxYTk3ZWQ2NzllXkEyXkFqcGdeQXVyMjI4MjA3NDY@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Diary of a Mad Black Woman","2014.0","PG-13","116.0","Comedy, Drama, Romance","5.7","36.0","Darren Grant","Kimberly Elise, Steve Harris, Tyler Perry, Cicely Tyson","15,860","A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.","178","Mad about ""Mad""","First of all, let me lay my cards on the table. (Poker, anyone?) I am white, male, nonchristian, over 40, college-educated, and live in the northeast. I'm old enough to remember the original ""Diary of a Mad Housewife"" and when ""Miss Jane Pittman"" first aired, and I have done the electric slide, lived in the south (never been to Atlanta, but love Georgia), and have attended barbecues--but know very little about the ""chitlin circuit."" Yet I (and the two white friends I went with) loved this movie! As I see it, people who have witnessed this movie can be divided into two camps: 1) reviewers (probably mostly white) who disliked the movie even when they tried to like it and 2) ordinary people (mostly probably black, as many tell us) who loved it. So why do many apparently white viewers not ""get it""? Why did I see it in my mostly white area with only about five other people in the audience?Well, a lot of people didn't like ""Showgirls"" or ""Carwash"" or ""Lonely Lady"" when they first came out, and now those are cult hits, even ""classics."" ""Diary"" is only like those movies in that it is similarly over-the-top, unapologetic, irony-free, awkward, amateurish (that is, not slick), and yet so intrinsically watchable you can't take your eyes of the screen for a split second. I must admit that I probably laughed at some ""inappropriate"" moments, but then so did Madea. The whole faith-based initiative Christian-values quasi-Republican ""message"" might have made me wince or even gag in another context, but is delivered so sincerely here you can't help but forgive just as Jesus (or Helen!) would.One could only call this movie operatic or ""Shakespearian."" Wait--I'm not trying to sound pretentious, only trying to point out that like Shakespeare this movie mixes high melodrama with ""low"" comedic relief, music, and spectacle. The comic actors comment upon and undercut the ultra-seriousness or piety of the rest of the story--and so we can only enjoy it more when the plot rides another twist on its emotional roller-coaster.Tyler Perry is obviously a man with a vision--he doesn't have the finesse of Eddie Murphy, perhaps, but I admit I was halfway through the movie before I realized he was playing both Madea and old Joe AND Brian. My fear is now that he will be sucked in by Hollywood, the executives will convince him to deliver what they think white people want or ""need,"" and he will lose his rough but raucous magic. So when Hollywood comes knocking, please don't answer, Mr. Perry! When I went into this movie I was grumbling that ticket prices had gone up to ten dollars, but since we are given about five films for the price of one, I consider it a very good deal. It is simply one of the most astonishing movies I've ever seen.","https://m.media-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Valhalla Rising","2014.0","","93.0","Action, Adventure, Drama","6.0","61.0","Nicolas Winding Refn","Mads Mikkelsen, Maarten Stevenson, Alexander Morton, Stewart Porter","63,711","Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land.","234","God was I wrong","I was expecting an epic battle movie about Vikings (as my mistake was to not check who's the director) and hell was I mistaken. What was delivered was an astonishing movie about humanity. In my humble opinion this is a masterpiece, despite being visually and acoustically amazing it is an in-depth look into mankind as it is rarely found. There is a lot in this movie (which in itself is amazing when one is looking on the minimal use of words)and I have to admit I did not get all the hints and metaphors used.If you want entertainment go and watch something else use your brain and you will enjoy this movie! I normally do not write reviews or rate movies here but I strongly felt that this movie was underrated by a mile. Further, this reminded me to go and finally buy Denmarks best trilogy!","https://m.media-amazon.com/images/M/MV5BNzA0MDE5OTI3N15BMl5BanBnXkFtZTcwMzk3MjE2Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Diavolo in corpo","2014.0","X","114.0","Drama, Romance","5.7","","Marco Bellocchio","Maruschka Detmers, Federico Pitzalis, Anita Laurenzi, Alberto Di Stasio","1,822","A sizzling, erotic thriller about a triangle between a teenage boy, an older woman an her fiance, an imprisoned terrorist, set in a world of intrigue, betrayal and erotic pleasure, from which may be no escape.","15","A complete waste of time.","Truly terrible, pretentious, endless film. Director Bellocchio seems to be infatuated with the pretty face and figure of his actress Detmers - and who can blame him? But maybe, just maybe, he should have focused his attention a little more on making a good, engaging film. I hate it when a sex film poses as an ""art film"" just to become more ""respectable"". The frequent, occasionally hot sex scenes are the only reason for this movie's existence. Whether or not they are worth sitting through the rest of the picture is strictly a matter of taste.    (*)","https://m.media-amazon.com/images/M/MV5BYWMyMWU2N2QtNzEzMy00ZDRiLWI2N2EtYTg3NzJjZjkxNjZjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Kamera o tomeru na!","2014.0","","96.0","Comedy, Drama, Horror","7.6","86.0","Shin'ichirÃÂ´ Ueda","Takayuki Hamatsu, Yuzuki Akiyama, Harumi Shuhama, Kazuaki Nagaya","29,840","Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.","166","Don't even bother...","At first I must admit that I was somewhat thrilled to stumble upon the 2017 ""One Cut of the Dead"" (aka ""Kamera o Tomeru Na!""). But then a seed of doubt was planted because many other zombie movies from Japan have been questionable at best.But still, it is a zombie movie, and that is more than enough to make me sit down and watch a movie. And thus I did so with ""One Cut of the Dead"". Well, at least for a whole staggering 35 minutes. Then I gave up from sheer boredom, frustration and lack of entertainment.This movie was bad, really bad. It was essentially just a movie about people running around like mindless chickens, screaming and yelling, while being chased by zombies with very, very animated arms and legs movements. It wasn't even funny to look at.And it didn't help much that the characters were more boring than wet cardboard. The choices that the characters in the movie took made absolutely no sense, not even in a stressful situation. It was just idiotic and embarrassing to witness on the screen. But staying true to it being a low budge movie, they had the talents to match the level of the movie.The zombie make-up and special effects were as to be expected for a low budget movie such as this. So don't expect a grand macabre visual tour de force here.There was just nothing in this movie that had any appeal to me, and after enduring for a staggering 35 minutes, I just gave up, never to return to watch the rest of the movie. I had hoped that it might have been as much fun as ""Toilet of the Dead"", but it wasn't. This was just plain and downright boring.","https://m.media-amazon.com/images/M/MV5BY2RhNTVhMTEtMzgyNi00NDg1LWIwYjktOTcxNDQyM2ZjNDE1XkEyXkFqcGdeQXVyMTY1NzY2NA@@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Deep in the Valley","2014.0","R","96.0","Comedy","4.4","","Christian Forte","Chris Pratt, Brendan Hines, Scott Caan, Rachel Specter","4,128","A mysterious video booth transports two friends to an alternate reality straight out of a pornographic film.","10","Blah...","Alright, first up. This film is intended to be what it is; a soft-core pornography with a storyline. Intended to be watched with a brain-dead mind, whilst lazing around on a Sunday morning. It could be watched with either your spouse, partners, but NEVER with your parents/kids around.This film is okay-ish if you are not too over-analyzing the content. After all, it is not going to be nominated to some film festivals or something.There is no full-frontal nudity; fleshes are being thrown around, but not too much. Should be okay, especially to those who wants to spark the flame, as they say.The premise has been done numerous times, so there is no guessing the ending.Again; I'd say that this is an okay film, nothing to shout about. However, given the circumstances, this is way better than some of the soft-core film Hollywood is churning nowadays.","https://m.media-amazon.com/images/M/MV5BZmY4M2JlMmUtMzVmOS00ODU3LTlhY2ItNjQ0OGU4N2QyMGZlXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX140_CR0,0,140,209_AL_.jpg"
"American Splendor","2014.0","R","101.0","Biography, Comedy, Drama","7.4","90.0","Shari Springer Berman","Robert Pulcini, Paul Giamatti, Shari Springer Berman, Harvey Pekar, Chris Ambrose","52,435","An original mix of fiction and reality illuminates the life of comic book hero everymanHarvey Pekar.","210","Russian doll","It's always hardest to write about what you love and I not only love, but also, to steal a joke from Woody Allen in ANNIE HALL, loaf, luff and lerve this magnificent film. Therefore this will be difficult. Here goes anyway...No-one can possibly deny that this is innovative in its use of the real Harvey Pekar (and people from his life) frequently intruding into the fictionalised account. But this is more than just a neat trick. It works brilliantly. Instead of distancing the viewer from the narrative makes one feel more involved in the film's world. How dare this work? This kind of arty-farty stuff is usually guaranteed to annoy me - but this is nothing short of revelatory in its Russian doll-like idea of having fiction within fiction within fact...and you don't need to be some kind of high-brow film critic to appreciate it!All the performances are gob-smackingly good, and there isn't one moment in the film that bores, irritates, patronises or rings a false note. The cast inhabit their roles like they were born to play them. and the determination not to idealise them or their situations, makes my cynical anti-Hollywood production values heart sing for joy.Do not, I beg you, be put off by the epithet ""cult"" with which this film has been tarred as if it would appeal only to comic-book fans. No, the appeal here is universal - dealing with Pekar's existential worries and his search for the meaning in his life. It's criminal that American SPLENDOR with all its wit, heart and slickness isn't more highly regarded or more widely known. Masterpiece.","https://m.media-amazon.com/images/M/MV5BMjA0MjYxNjY1MV5BMl5BanBnXkFtZTcwNDkwMjAwMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Edge of Love","2014.0","R","110.0","Biography, Drama, Romance","6.1","39.0","John Maybury","Keira Knightley, Sienna Miller, Matthew Rhys, Simon Armstrong","18,961","Two feisty, free-spirited women are connected by the brilliant, charismatic poet who loves them both.","43","Worth a glance if you're REALLY interested otherwise it's not worth the entrance fee.","I went to see this as the Edinburgh Film Festival the other day and I have to say I was a bit disappointed.The score and the cinematography were lush and gorgeous and the acting was very good but the script lacked characterisation. I realise that Dylan Thomas was not meant to have been an overly pleasant man, but I failed to see why the seemingly likable, headstrong character of Vera Phillips ever fell in love with him. He came across as completely selfish and sleazy with virtually no redeeming qualities and it frustrated me that there seemed to be no explanation for every woman fawning over him. Characters made choices out of the blue and eventually I just grew to dislike all the characters I have loved in the first half.What also grated about this film is that sometimes I swear I could have been watching 'Atonement' the amount of time Keira Knightley said ""Come back to me."" I really hope she wasn't trying to relive the glory of 'Atonement' through this film because I am afraid she will be sorely disappointed. Even though I personally did not enjoy 'Atonement' I can recognise that it is a marvellous film and sadly ""The Edge of Love"" just cannot compare.","https://m.media-amazon.com/images/M/MV5BOTI3NDNlMmEtMWQyOS00MmEzLTgxOTAtNGU2NzVjMzZiNzQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg"
